l,t,freq,S21
3.3,0.5,10.5,-10.78866097
3.3,0.5,10.6,-12.34321316
3.3,0.5,10.7,-14.38613457
3.3,0.5,10.8,-17.21827718
3.3,0.5,10.9,-21.36152975
3.3,0.5,11,-25.44897046
3.3,0.5,11.1,-21.56084302
3.3,0.5,11.2,-16.80524905
3.3,0.5,11.3,-13.4398977
3.3,0.5,11.4,-10.94432952
3.3,0.5,11.5,-9.000597089
3.3,0.5,11.6,-7.439643035
3.3,0.5,11.7,-6.163547
3.3,0.5,11.8,-5.110095944
3.3,0.5,11.9,-4.236345374
3.3,0.5,12,-3.510504029
3.3,0.5,12.1,-2.907727971
3.3,0.5,12.2,-2.407861651
3.3,0.5,12.3,-1.994179439
3.3,0.5,12.4,-1.652643952
3.3,0.5,12.5,-1.371428565
3.3,0.5,12.6,-1.140574051
3.3,0.5,12.7,-0.951715391
3.3,0.5,12.8,-0.79784955
3.3,0.5,12.9,-0.673132114
3.3,0.5,13,-0.572698227
3.3,0.5,13.1,-0.492505978
3.3,0.5,13.2,-0.429200958
3.3,0.5,13.3,-0.380000524
3.3,0.5,13.4,-0.342595939
3.3,0.5,13.5,-0.315070387
3.3,0.5,13.6,-0.295830759
3.3,0.5,13.7,-0.283551207
3.3,0.5,13.8,-0.277126609
3.3,0.5,13.9,-0.275634299
3.3,0.5,14,-0.278302642
3.3,0.5,14.1,-0.284485234
3.3,0.5,14.2,-0.293639717
3.3,0.5,14.3,-0.305310376
3.3,0.5,14.4,-0.319113799
3.3,0.5,14.5,-0.334727062
3.3,0.5,14.6,-0.351877958
3.3,0.5,14.7,-0.370336899
3.3,0.5,14.8,-0.389910182
3.3,0.5,14.9,-0.410434373
3.3,0.5,15,-0.431771609
3.3,0.5,15.1,-0.453805646
3.3,0.5,15.2,-0.476438532
3.3,0.5,15.3,-0.499587787
3.3,0.5,15.4,-0.523184005
3.3,0.5,15.5,-0.547168815
3.3,0.5,15.6,-0.571493131
3.3,0.5,15.7,-0.596115652
3.3,0.5,15.8,-0.621001574
3.3,0.5,15.9,-0.646121484
3.3,0.5,16,-0.671450407
3.3,0.6,2,-0.091174182
3.3,0.6,2.1,-0.1003174
3.3,0.6,2.2,-0.1098924
3.3,0.6,2.3,-0.119898611
3.3,0.6,2.4,-0.130335742
3.3,0.6,2.5,-0.14120382
3.3,0.6,2.6,-0.15250322
3.3,0.6,2.7,-0.164234701
3.3,0.6,2.8,-0.176399437
3.3,0.6,2.9,-0.18899905
3.3,0.6,3,-0.202035646
3.3,0.6,3.1,-0.215511841
3.3,0.6,3.2,-0.2294308
3.3,0.6,3.3,-0.243796262
3.3,0.6,3.4,-0.258612578
3.3,0.6,3.5,-0.273884737
3.3,0.6,3.6,-0.289618399
3.3,0.6,3.7,-0.30581993
3.3,0.6,3.8,-0.322496426
3.3,0.6,3.9,-0.339655753
3.3,0.6,4,-0.357306575
3.3,0.6,4.1,-0.375458391
3.3,0.6,4.2,-0.394121568
3.3,0.6,4.3,-0.413307375
3.3,0.6,4.4,-0.433028029
3.3,0.6,4.5,-0.453296728
3.3,0.6,4.6,-0.474127702
3.3,0.6,4.7,-0.495536252
3.3,0.6,4.8,-0.517538811
3.3,0.6,4.9,-0.540152988
3.3,0.6,5,-0.563397641
3.3,0.6,5.1,-0.587292931
3.3,0.6,5.2,-0.611860407
3.3,0.6,5.3,-0.637123079
3.3,0.6,5.4,-0.66310551
3.3,0.6,5.5,-0.689833916
3.3,0.6,5.6,-0.717336276
3.3,0.6,5.7,-0.74564245
3.3,0.6,5.8,-0.774784321
3.3,0.6,5.9,-0.804795941
3.3,0.6,6,-0.8357137
3.3,0.6,6.1,-0.867576515
3.3,0.6,6.2,-0.900426033
3.3,0.6,6.3,-0.934306867
3.3,0.6,6.4,-0.96926685
3.3,0.6,6.5,-1.005357328
3.3,0.6,6.6,-1.042633475
3.3,0.6,6.7,-1.081154655
3.3,0.6,6.8,-1.120984823
3.3,0.6,6.9,-1.162192968
3.3,0.6,7,-1.204853621
3.3,0.6,7.1,-1.249047414
3.3,0.6,7.2,-1.294861711
3.3,0.6,7.3,-1.342391319
3.3,0.6,7.4,-1.391739286
3.3,0.6,7.5,-1.443017802
3.3,0.6,7.6,-1.496349221
3.3,0.6,7.7,-1.551867208
3.3,0.6,7.8,-1.60971805
3.3,0.6,7.9,-1.670062148
3.3,0.6,8,-1.733075705
3.3,0.6,8.1,-1.798952671
3.3,0.6,8.2,-1.86790696
3.3,0.6,8.3,-1.940175003
3.3,0.6,8.4,-2.016018691
3.3,0.6,8.5,-2.095728774
3.3,0.6,8.6,-2.179628803
3.3,0.6,8.7,-2.268079727
3.3,0.6,8.8,-2.361485252
3.3,0.6,8.9,-2.460298135
3.3,0.6,9,-2.565027588
3.3,0.6,9.1,-2.676248043
3.3,0.6,9.2,-2.79460956
3.3,0.6,9.3,-2.920850254
3.3,0.6,9.4,-3.055811216
3.3,0.6,9.5,-3.200454523
3.3,0.6,9.6,-3.355885104
3.3,0.6,9.7,-3.523377482
3.3,0.6,9.8,-3.704408692
3.3,0.6,9.9,-3.900699142
3.3,0.6,10,-4.114263764
3.3,0.6,10.1,-4.347476665
3.3,0.6,10.2,-4.603153729
3.3,0.6,10.3,-4.884659425
3.3,0.6,10.4,-5.196046813
3.3,0.6,10.5,-5.54224391
3.3,0.6,10.6,-5.929306217
3.3,0.6,10.7,-6.364765905
3.3,0.6,10.8,-6.858126195
3.3,0.6,10.9,-7.421580734
3.3,0.6,11,-8.071094579
3.3,0.6,11.1,-8.828091218
3.3,0.6,11.2,-9.722206329
3.3,0.6,11.3,-10.79603045
3.3,0.6,11.4,-12.11381861
3.3,0.6,11.5,-13.7787435
3.3,0.6,11.6,-15.96995037
3.3,0.6,11.7,-19.02410453
3.3,0.6,11.8,-23.47943265
3.3,0.6,11.9,-26.69817734
3.3,0.6,12,-21.95850762
3.3,0.6,12.1,-17.45815695
3.3,0.6,12.2,-14.2658536
3.3,0.6,12.3,-11.86511582
3.3,0.6,12.4,-9.968624443
3.3,0.6,12.5,-8.422759916
3.3,0.6,12.6,-7.13801418
3.3,0.6,12.7,-6.057688522
3.3,0.6,12.8,-5.14312673
3.3,0.6,12.9,-4.366226179
3.3,0.6,13,-3.705414881
3.3,0.6,13.1,-3.14340125
3.3,0.6,13.2,-2.665878229
3.3,0.6,13.3,-2.2607564
3.3,0.6,13.4,-1.917693164
3.3,0.6,13.5,-1.627787072
3.3,0.6,13.6,-1.383363453
3.3,0.6,13.7,-1.177810517
3.3,0.6,13.8,-1.005444191
3.3,0.6,13.9,-0.861390782
3.3,0.6,14,-0.741482402
3.3,0.6,14.1,-0.642163035
3.3,0.6,14.2,-0.56040439
3.3,0.6,14.3,-0.493631088
3.3,0.6,14.4,-0.439654788
3.3,0.6,14.5,-0.396616721
3.3,0.6,14.6,-0.362937985
3.3,0.6,14.7,-0.337276852
3.3,0.6,14.8,-0.318492334
3.3,0.6,14.9,-0.30561322
3.3,0.6,15,-0.297811867
3.3,0.6,15.1,-0.294382071
3.3,0.6,15.2,-0.294720408
3.3,0.6,15.3,-0.298310538
3.3,0.6,15.4,-0.304709978
3.3,0.6,15.5,-0.313538989
3.3,0.6,15.6,-0.324471209
3.3,0.6,15.7,-0.33722576
3.3,0.6,15.8,-0.351560599
3.3,0.6,15.9,-0.367266894
3.3,0.6,16,-0.384164269
3.3,0.7,2,-0.088221623
3.3,0.7,2.1,-0.097046118
3.3,0.7,2.2,-0.106282676
3.3,0.7,2.3,-0.115929915
3.3,0.7,2.4,-0.125986651
3.3,0.7,2.5,-0.136451925
3.3,0.7,2.6,-0.147325034
3.3,0.7,2.7,-0.158605555
3.3,0.7,2.8,-0.170293373
3.3,0.7,2.9,-0.182388708
3.3,0.7,3,-0.19489214
3.3,0.7,3.1,-0.207804636
3.3,0.7,3.2,-0.221127574
3.3,0.7,3.3,-0.234862768
3.3,0.7,3.4,-0.24901249
3.3,0.7,3.5,-0.263579493
3.3,0.7,3.6,-0.278567038
3.3,0.7,3.7,-0.293978909
3.3,0.7,3.8,-0.309819439
3.3,0.7,3.9,-0.326093529
3.3,0.7,4,-0.342806673
3.3,0.7,4.1,-0.359964971
3.3,0.7,4.2,-0.377575159
3.3,0.7,4.3,-0.395644622
3.3,0.7,4.4,-0.414181421
3.3,0.7,4.5,-0.433194311
3.3,0.7,4.6,-0.452692769
3.3,0.7,4.7,-0.472687013
3.3,0.7,4.8,-0.49318803
3.3,0.7,4.9,-0.514207602
3.3,0.7,5,-0.535758337
3.3,0.7,5.1,-0.557853702
3.3,0.7,5.2,-0.580508053
3.3,0.7,5.3,-0.603736676
3.3,0.7,5.4,-0.627555829
3.3,0.7,5.5,-0.651982788
3.3,0.7,5.6,-0.677035896
3.3,0.7,5.7,-0.702734619
3.3,0.7,5.8,-0.729099611
3.3,0.7,5.9,-0.756152779
3.3,0.7,6,-0.783917362
3.3,0.7,6.1,-0.812418011
3.3,0.7,6.2,-0.841680888
3.3,0.7,6.3,-0.871733764
3.3,0.7,6.4,-0.902606137
3.3,0.7,6.5,-0.934329354
3.3,0.7,6.6,-0.966936756
3.3,0.7,6.7,-1.000463829
3.3,0.7,6.8,-1.034948378
3.3,0.7,6.9,-1.070430712
3.3,0.7,7,-1.106953858
3.3,0.7,7.1,-1.144563791
3.3,0.7,7.2,-1.183309689
3.3,0.7,7.3,-1.22324422
3.3,0.7,7.4,-1.264423854
3.3,0.7,7.5,-1.306909215
3.3,0.7,7.6,-1.350765467
3.3,0.7,7.7,-1.396062744
3.3,0.7,7.8,-1.442876631
3.3,0.7,7.9,-1.491288695
3.3,0.7,8,-1.541387085
3.3,0.7,8.1,-1.593267191
3.3,0.7,8.2,-1.64703239
3.3,0.7,8.3,-1.702794882
3.3,0.7,8.4,-1.760676622
3.3,0.7,8.5,-1.820810376
3.3,0.7,8.6,-1.883340908
3.3,0.7,8.7,-1.94842632
3.3,0.7,8.8,-2.016239573
3.3,0.7,8.9,-2.086970211
3.3,0.7,9,-2.160826328
3.3,0.7,9.1,-2.238036802
3.3,0.7,9.2,-2.318853867
3.3,0.7,9.3,-2.403556055
3.3,0.7,9.4,-2.492451582
3.3,0.7,9.5,-2.58588227
3.3,0.7,9.6,-2.684228081
3.3,0.7,9.7,-2.787912403
3.3,0.7,9.8,-2.897408209
3.3,0.7,9.9,-3.013245295
3.3,0.7,10,-3.13601879
3.3,0.7,10.1,-3.266399227
3.3,0.7,10.2,-3.40514452
3.3,0.7,10.3,-3.55311427
3.3,0.7,10.4,-3.711286963
3.3,0.7,10.5,-3.880780767
3.3,0.7,10.6,-4.062878849
3.3,0.7,10.7,-4.25906042
3.3,0.7,10.8,-4.471039114
3.3,0.7,10.9,-4.700810849
3.3,0.7,11,-4.950714102
3.3,0.7,11.1,-5.223506658
3.3,0.7,11.2,-5.522464513
3.3,0.7,11.3,-5.85151112
3.3,0.7,11.4,-6.215388894
3.3,0.7,11.5,-6.619890872
3.3,0.7,11.6,-7.072179958
3.3,0.7,11.7,-7.581239155
3.3,0.7,11.8,-8.158523634
3.3,0.7,11.9,-8.818934714
3.3,0.7,12,-9.582327987
3.3,0.7,12.1,-10.47594932
3.3,0.7,12.2,-11.53857106
3.3,0.7,12.3,-12.82794145
3.3,0.7,12.4,-14.43514729
3.3,0.7,12.5,-16.5143012
3.3,0.7,12.6,-19.34466555
3.3,0.7,12.7,-23.37867877
3.3,0.7,12.8,-27.30075691
3.3,0.7,12.9,-23.8950893
3.3,0.7,13,-19.2672121
3.3,0.7,13.1,-15.91090294
3.3,0.7,13.2,-13.3876605
3.3,0.7,13.3,-11.39086172
3.3,0.7,13.4,-9.760694136
3.3,0.7,13.5,-8.459276981
3.3,0.7,13.6,-7.397378105
3.3,0.7,13.7,-6.378984535
3.3,0.7,13.8,-5.496344581
3.3,0.7,13.9,-4.739676994
3.3,0.7,14,-4.087920631
3.3,0.7,14.1,-3.525178871
3.3,0.7,14.2,-3.039063446
3.3,0.7,14.3,-2.619407507
3.3,0.7,14.4,-2.25758893
3.3,0.7,14.5,-1.946158699
3.3,0.7,14.6,-1.678619581
3.3,0.7,14.7,-1.449281619
3.3,0.7,14.8,-1.253158057
3.3,0.7,14.9,-1.085883124
3.3,0.7,15,-0.94364226
3.3,0.7,15.1,-0.823110193
3.3,0.7,15.2,-0.721394765
3.3,0.7,15.3,-0.635985668
3.3,0.7,15.4,-0.564707752
3.3,0.7,15.5,-0.505678801
3.3,0.7,15.6,-0.457271651
3.3,0.7,15.7,-0.41808048
3.3,0.7,15.8,-0.386891042
3.3,0.7,15.9,-0.362654567
3.3,0.7,16,-0.344464985
3.3,0.8,2,-0.085260383
3.3,0.8,2.1,-0.093801131
3.3,0.8,2.2,-0.102742132
3.3,0.8,2.3,-0.112081816
3.3,0.8,2.4,-0.121818707
3.3,0.8,2.5,-0.131951443
3.3,0.8,2.6,-0.142478798
3.3,0.8,2.7,-0.153399697
3.3,0.8,2.8,-0.164713239
3.3,0.8,2.9,-0.17641872
3.3,0.8,3,-0.188515647
3.3,0.8,3.1,-0.201003762
3.3,0.8,3.2,-0.213883062
3.3,0.8,3.3,-0.227153818
3.3,0.8,3.4,-0.240816595
3.3,0.8,3.5,-0.254872272
3.3,0.8,3.6,-0.269322062
3.3,0.8,3.7,-0.284167531
3.3,0.8,3.8,-0.299410616
3.3,0.8,3.9,-0.315053649
3.3,0.8,4,-0.331099369
3.3,0.8,4.1,-0.347550947
3.3,0.8,4.2,-0.364412
3.3,0.8,4.3,-0.381686615
3.3,0.8,4.4,-0.399379364
3.3,0.8,4.5,-0.417495323
3.3,0.8,4.6,-0.436040094
3.3,0.8,4.7,-0.455019824
3.3,0.8,4.8,-0.474441219
3.3,0.8,4.9,-0.494311575
3.3,0.8,5,-0.514638787
3.3,0.8,5.1,-0.535431381
3.3,0.8,5.2,-0.556698529
3.3,0.8,5.3,-0.578450078
3.3,0.8,5.4,-0.600696571
3.3,0.8,5.5,-0.623449274
3.3,0.8,5.6,-0.646720206
3.3,0.8,5.7,-0.670522169
3.3,0.8,5.8,-0.694868778
3.3,0.8,5.9,-0.719774495
3.3,0.8,6,-0.745254671
3.3,0.8,6.1,-0.771325584
3.3,0.8,6.2,-0.79800448
3.3,0.8,6.3,-0.825309627
3.3,0.8,6.4,-0.853260366
3.3,0.8,6.5,-0.881877163
3.3,0.8,6.6,-0.911181681
3.3,0.8,6.7,-0.941196841
3.3,0.8,6.8,-0.971946901
3.3,0.8,6.9,-1.003457538
3.3,0.8,7,-1.03575594
3.3,0.8,7.1,-1.068870902
3.3,0.8,7.2,-1.102832941
3.3,0.8,7.3,-1.13767441
3.3,0.8,7.4,-1.173429636
3.3,0.8,7.5,-1.210135061
3.3,0.8,7.6,-1.247829405
3.3,0.8,7.7,-1.28655384
3.3,0.8,7.8,-1.326352185
3.3,0.8,7.9,-1.36727112
3.3,0.8,8,-1.409360418
3.3,0.8,8.1,-1.45267321
3.3,0.8,8.2,-1.497266269
3.3,0.8,8.3,-1.543200328
3.3,0.8,8.4,-1.590540427
3.3,0.8,8.5,-1.639356308
3.3,0.8,8.6,-1.689722838
3.3,0.8,8.7,-1.74172049
3.3,0.8,8.8,-1.795435874
3.3,0.8,8.9,-1.850962324
3.3,0.8,9,-1.908400556
3.3,0.8,9.1,-1.967859403
3.3,0.8,9.2,-2.029456634
3.3,0.8,9.3,-2.09331987
3.3,0.8,9.4,-2.159587615
3.3,0.8,9.5,-2.228410413
3.3,0.8,9.6,-2.29995215
3.3,0.8,9.7,-2.374391527
3.3,0.8,9.8,-2.451923721
3.3,0.8,9.9,-2.532762273
3.3,0.8,10,-2.617141233
3.3,0.8,10.1,-2.705317606
3.3,0.8,10.2,-2.797574147
3.3,0.8,10.3,-2.894222562
3.3,0.8,10.4,-2.9956072
3.3,0.8,10.5,-3.102109299
3.3,0.8,10.6,-3.214151917
3.3,0.8,10.7,-3.332205649
3.3,0.8,10.8,-3.45679531
3.3,0.8,10.9,-3.588507759
3.3,0.8,11,-3.728001108
3.3,0.8,11.1,-3.876015619
3.3,0.8,11.2,-4.033386653
3.3,0.8,11.3,-4.201060157
3.3,0.8,11.4,-4.380111286
3.3,0.8,11.5,-4.57176696
3.3,0.8,11.6,-4.777433365
3.3,0.8,11.7,-4.998729766
3.3,0.8,11.8,-5.237530426
3.3,0.8,11.9,-5.496017095
3.3,0.8,12,-5.776745419
3.3,0.8,12.1,-6.082729973
3.3,0.8,12.2,-6.417554588
3.3,0.8,12.3,-6.785517633
3.3,0.8,12.4,-7.191826576
3.3,0.8,12.5,-7.642863483
3.3,0.8,12.6,-8.14655524
3.3,0.8,12.7,-8.712902631
3.3,0.8,12.8,-9.354758092
3.3,0.8,12.9,-10.08900697
3.3,0.8,13,-10.93843101
3.3,0.8,13.1,-11.93478159
3.3,0.8,13.2,-13.12411813
3.3,0.8,13.3,-14.57665206
3.3,0.8,13.4,-16.40608154
3.3,0.8,13.5,-18.80897201
3.3,0.8,13.6,-22.12734212
3.3,0.8,13.7,-26.49387262
3.3,0.8,13.8,-27.09376643
3.3,0.8,13.9,-22.44399954
3.3,0.8,14,-18.57973654
3.3,0.8,14.1,-15.71967112
3.3,0.8,14.2,-13.49722274
3.3,0.8,14.3,-11.69582598
3.3,0.8,14.4,-10.1924817
3.3,0.8,14.5,-8.912848162
3.3,0.8,14.6,-7.809043392
3.3,0.8,14.7,-6.848455942
3.3,0.8,14.8,-6.007751007
3.3,0.8,14.9,-5.269469565
3.3,0.8,15,-4.620007141
3.3,0.8,15.1,-4.048370637
3.3,0.8,15.2,-3.545395732
3.3,0.8,15.3,-3.103247075
3.3,0.8,15.4,-2.715096202
3.3,0.8,15.5,-2.374912214
3.3,0.8,15.6,-2.077323803
3.3,0.8,15.7,-1.817525745
3.3,0.8,15.8,-1.591212492
3.3,0.8,15.9,-1.394527767
3.3,0.8,16,-1.224023351
3.3,0.9,2,-0.082380639
3.3,0.9,2.1,-0.090571817
3.3,0.9,2.2,-0.099136423
3.3,0.9,2.3,-0.108071853
3.3,0.9,2.4,-0.117375617
3.3,0.9,2.5,-0.127045363
3.3,0.9,2.6,-0.137078896
3.3,0.9,2.7,-0.147474205
3.3,0.9,2.8,-0.158229482
3.3,0.9,2.9,-0.169343144
3.3,0.9,3,-0.180813853
3.3,0.9,3.1,-0.192640533
3.3,0.9,3.2,-0.204822391
3.3,0.9,3.3,-0.21735893
3.3,0.9,3.4,-0.230249967
3.3,0.9,3.5,-0.243495647
3.3,0.9,3.6,-0.257096456
3.3,0.9,3.7,-0.271053229
3.3,0.9,3.8,-0.285367168
3.3,0.9,3.9,-0.300039845
3.3,0.9,4,-0.315073213
3.3,0.9,4.1,-0.330469614
3.3,0.9,4.2,-0.346231783
3.3,0.9,4.3,-0.362362853
3.3,0.9,4.4,-0.378866363
3.3,0.9,4.5,-0.39574626
3.3,0.9,4.6,-0.413006899
3.3,0.9,4.7,-0.430653052
3.3,0.9,4.8,-0.448689903
3.3,0.9,4.9,-0.467123057
3.3,0.9,5,-0.48595854
3.3,0.9,5.1,-0.505202798
3.3,0.9,5.2,-0.524862707
3.3,0.9,5.3,-0.544945567
3.3,0.9,5.4,-0.565459117
3.3,0.9,5.5,-0.586411531
3.3,0.9,5.6,-0.607811428
3.3,0.9,5.7,-0.629667882
3.3,0.9,5.8,-0.651990424
3.3,0.9,5.9,-0.674789063
3.3,0.9,6,-0.69807429
3.3,0.9,6.1,-0.721857099
3.3,0.9,6.2,-0.746149003
3.3,0.9,6.3,-0.770962054
3.3,0.9,6.4,-0.796308867
3.3,0.9,6.5,-0.822202648
3.3,0.9,6.6,-0.848657222
3.3,0.9,6.7,-0.875687069
3.3,0.9,6.8,-0.903307363
3.3,0.9,6.9,-0.93153401
3.3,0.9,7,-0.960383701
3.3,0.9,7.1,-0.989873957
3.3,0.9,7.2,-1.020023194
3.3,0.9,7.3,-1.05085078
3.3,0.9,7.4,-1.082377106
3.3,0.9,7.5,-1.114623663
3.3,0.9,7.6,-1.147613119
3.3,0.9,7.7,-1.181369416
3.3,0.9,7.8,-1.215917862
3.3,0.9,7.9,-1.251285238
3.3,0.9,8,-1.287499917
3.3,0.9,8.1,-1.324591982
3.3,0.9,8.2,-1.362593373
3.3,0.9,8.3,-1.401538023
3.3,0.9,8.4,-1.441462027
3.3,0.9,8.5,-1.482403814
3.3,0.9,8.6,-1.524404335
3.3,0.9,8.7,-1.567507275
3.3,0.9,8.8,-1.611759272
3.3,0.9,8.9,-1.657210165
3.3,0.9,9,-1.703913263
3.3,0.9,9.1,-1.75192564
3.3,0.9,9.2,-1.801308449
3.3,0.9,9.3,-1.85212728
3.3,0.9,9.4,-1.904452546
3.3,0.9,9.5,-1.958359904
3.3,0.9,9.6,-2.013930726
3.3,0.9,9.7,-2.071252617
3.3,0.9,9.8,-2.130419981
3.3,0.9,9.9,-2.191534664
3.3,0.9,10,-2.254706649
3.3,0.9,10.1,-2.32005484
3.3,0.9,10.2,-2.387707939
3.3,0.9,10.3,-2.457805416
3.3,0.9,10.4,-2.530498603
3.3,0.9,10.5,-2.605951918
3.3,0.9,10.6,-2.684344245
3.3,0.9,10.7,-2.765870487
3.3,0.9,10.8,-2.850743322
3.3,0.9,10.9,-2.939195199
3.3,0.9,11,-3.031480596
3.3,0.9,11.1,-3.127878604
3.3,0.9,11.2,-3.228695874
3.3,0.9,11.3,-3.334269998
3.3,0.9,11.4,-3.444973399
3.3,0.9,11.5,-3.561217818
3.3,0.9,11.6,-3.683459517
3.3,0.9,11.7,-3.812205323
3.3,0.9,11.8,-3.94801969
3.3,0.9,11.9,-4.091532979
3.3,0.9,12,-4.243451216
3.3,0.9,12.1,-4.404567642
3.3,0.9,12.2,-4.575776473
3.3,0.9,12.3,-4.758089374
3.3,0.9,12.4,-4.952655321
3.3,0.9,12.5,-5.160784706
3.3,0.9,12.6,-5.383978823
3.3,0.9,12.7,-5.623966232
3.3,0.9,12.8,-5.882748026
3.3,0.9,12.9,-6.162654746
3.3,0.9,13,-6.466418767
3.3,0.9,13.1,-6.797267498
3.3,0.9,13.2,-7.159045082
3.3,0.9,13.3,-7.556373808
3.3,0.9,13.4,-7.994871986
3.3,0.9,13.5,-8.48145392
3.3,0.9,13.6,-9.024752308
3.3,0.9,13.7,-9.635728485
3.3,0.9,13.8,-10.32858035
3.3,0.9,13.9,-11.12213974
3.3,0.9,14,-12.04210936
3.3,0.9,14.1,-13.12481038
3.3,0.9,14.2,-14.42379729
3.3,0.9,14.3,-16.02221041
3.3,0.9,14.4,-18.05691143
3.3,0.9,14.5,-20.76286183
3.3,0.9,14.6,-24.46950347
3.3,0.9,14.7,-28.10081464
3.3,0.9,14.8,-25.73737233
3.3,0.9,14.9,-21.3838682
3.3,0.9,15,-18.0512017
3.3,0.9,15.1,-15.51319673
3.3,0.9,15.2,-13.49124688
3.3,0.9,15.3,-11.82218247
3.3,0.9,15.4,-10.4095796
3.3,0.9,15.5,-9.193116139
3.3,0.9,15.6,-8.132910863
3.3,0.9,15.7,-7.201284701
3.3,0.9,15.8,-6.37818101
3.3,0.9,15.9,-5.648483741
3.3,0.9,16,-5.000377853
3.3,1,2,-0.088482584
3.3,1,2.1,-0.097229925
3.3,1,2.2,-0.106366624
3.3,1,2.3,-0.115889055
3.3,1,2.4,-0.125793768
3.3,1,2.5,-0.136077512
3.3,1,2.6,-0.146737273
3.3,1,2.7,-0.157770296
3.3,1,2.8,-0.169174111
3.3,1,2.9,-0.18094656
3.3,1,3,-0.193085812
3.3,1,3.1,-0.205590389
3.3,1,3.2,-0.218459178
3.3,1,3.3,-0.231691449
3.3,1,3.4,-0.245286862
3.3,1,3.5,-0.25924548
3.3,1,3.6,-0.273567778
3.3,1,3.7,-0.288254641
3.3,1,3.8,-0.303307373
3.3,1,3.9,-0.318727693
3.3,1,4,-0.334517736
3.3,1,4.1,-0.350680048
3.3,1,4.2,-0.367217579
3.3,1,4.3,-0.38413368
3.3,1,4.4,-0.40143209
3.3,1,4.5,-0.41911693
3.3,1,4.6,-0.43719269
3.3,1,4.7,-0.455664223
3.3,1,4.8,-0.474536725
3.3,1,4.9,-0.493815734
3.3,1,5,-0.513507111
3.3,1,5.1,-0.533617031
3.3,1,5.2,-0.554151974
3.3,1,5.3,-0.575118718
3.3,1,5.4,-0.596524326
3.3,1,5.5,-0.618376142
3.3,1,5.6,-0.64068179
3.3,1,5.7,-0.663449165
3.3,1,5.8,-0.686686437
3.3,1,5.9,-0.710402054
3.3,1,6,-0.734604742
3.3,1,6.1,-0.759303519
3.3,1,6.2,-0.7845077
3.3,1,6.3,-0.810226916
3.3,1,6.4,-0.836471129
3.3,1,6.5,-0.863250654
3.3,1,6.6,-0.890576182
3.3,1,6.7,-0.918458813
3.3,1,6.8,-0.946910084
3.3,1,6.9,-0.975942005
3.3,1,7,-1.005567107
3.3,1,7.1,-1.035798479
3.3,1,7.2,-1.066649819
3.3,1,7.3,-1.098135491
3.3,1,7.4,-1.130270581
3.3,1,7.5,-1.163070959
3.3,1,7.6,-1.196553346
3.3,1,7.7,-1.230735389
3.3,1,7.8,-1.265635737
3.3,1,7.9,-1.301274123
3.3,1,8,-1.337671451
3.3,1,8.1,-1.374849892
3.3,1,8.2,-1.412832984
3.3,1,8.3,-1.451645736
3.3,1,8.4,-1.491314741
3.3,1,8.5,-1.531868297
3.3,1,8.6,-1.573336536
3.3,1,8.7,-1.61575156
3.3,1,8.8,-1.659147586
3.3,1,8.9,-1.703561103
3.3,1,9,-1.749031041
3.3,1,9.1,-1.795598948
3.3,1,9.2,-1.843309187
3.3,1,9.3,-1.892209144
3.3,1,9.4,-1.942349453
3.3,1,9.5,-1.993784245
3.3,1,9.6,-2.046571411
3.3,1,9.7,-2.100772893
3.3,1,9.8,-2.156455006
3.3,1,9.9,-2.21368878
3.3,1,10,-2.272550346
3.3,1,10.1,-2.33312135
3.3,1,10.2,-2.395489424
3.3,1,10.3,-2.45974869
3.3,1,10.4,-2.526000328
3.3,1,10.5,-2.594353207
3.3,1,10.6,-2.664924578
3.3,1,10.7,-2.737840857
3.3,1,10.8,-2.813238489
3.3,1,10.9,-2.891264924
3.3,1,11,-2.972079701
3.3,1,11.1,-3.055855676
3.3,1,11.2,-3.142780399
3.3,1,11.3,-3.233057664
3.3,1,11.4,-3.326909271
3.3,1,11.5,-3.424577017
3.3,1,11.6,-3.526324957
3.3,1,11.7,-3.632441988
3.3,1,11.8,-3.743244794
3.3,1,11.9,-3.859081224
3.3,1,12,-3.980334173
3.3,1,12.1,-4.107426061
3.3,1,12.2,-4.240824017
3.3,1,12.3,-4.381045899
3.3,1,12.4,-4.52866732
3.3,1,12.5,-4.684329885
3.3,1,12.6,-4.848750875
3.3,1,12.7,-5.022734732
3.3,1,12.8,-5.207186699
3.3,1,12.9,-5.403129174
3.3,1,13,-5.611721404
3.3,1,13.1,-5.834283394
3.3,1,13.2,-6.072325161
3.3,1,13.3,-6.327582817
3.3,1,13.4,-6.602063516
3.3,1,13.5,-6.898102018
3.3,1,13.6,-7.218432683
3.3,1,13.7,-7.566282292
3.3,1,13.8,-7.945491387
3.3,1,13.9,-8.360675436
3.3,1,14,-8.817442681
3.3,1,14.1,-9.322694483
3.3,1,14.2,-9.885048811
3.3,1,14.3,-10.51545276
3.3,1,14.4,-11.22809469
3.3,1,14.5,-12.0418088
3.3,1,14.6,-12.98232358
3.3,1,14.7,-14.08602519
3.3,1,14.8,-15.40658325
3.3,1,14.9,-17.02724952
3.3,1,15,-19.08451956
3.3,1,15.1,-21.80922403
3.3,1,15.2,-25.49713681
3.3,1,15.3,-28.890453
3.3,1,15.4,-26.43870163
3.3,1,15.5,-22.20536262
3.3,1,15.6,-18.93537257
3.3,1,15.7,-16.42690694
3.3,1,15.8,-14.41730352
