l,t,freq,S21
2.8,0.4,6.4,-0.595522697
2.8,0.4,6.5,-0.616707697
2.8,0.4,6.6,-0.638476335
2.8,0.4,6.7,-0.660857189
2.8,0.4,6.8,-0.683880805
2.8,0.4,6.9,-0.707579867
2.8,0.4,7,-0.731989413
2.8,0.4,7.1,-0.757147085
2.8,0.4,7.2,-0.783093402
2.8,0.4,7.3,-0.809872076
2.8,0.4,7.4,-0.837530359
2.8,0.4,7.5,-0.866119429
2.8,0.4,7.6,-0.895694822
2.8,0.4,7.7,-0.92631692
2.8,0.4,7.8,-0.958051501
2.8,0.4,7.9,-0.990970357
2.8,0.4,8,-1.025151997
2.8,0.4,8.1,-1.060682449
2.8,0.4,8.2,-1.097656167
2.8,0.4,8.3,-1.136177082
2.8,0.4,8.4,-1.176359796
2.8,0.4,8.5,-1.218330962
2.8,0.4,8.6,-1.262230879
2.8,0.4,8.7,-1.308215336
2.8,0.4,8.8,-1.356457761
2.8,0.4,8.9,-1.407151722
2.8,0.4,9,-1.460513863
2.8,0.4,9.1,-1.516787347
2.8,0.4,9.2,-1.576245925
2.8,0.4,9.3,-1.639198752
2.8,0.4,9.4,-1.705996121
2.8,0.4,9.5,-1.777036323
2.8,0.4,9.6,-1.852773874
2.8,0.4,9.7,-1.933729468
2.8,0.4,9.8,-2.020502037
2.8,0.4,9.9,-2.113783493
2.8,0.4,10,-2.214376825
2.8,0.4,10.1,-2.323218467
2.8,0.4,10.2,-2.441406142
2.8,0.4,10.3,-2.570233779
2.8,0.4,10.4,-2.711235624
2.8,0.4,10.5,-2.866242483
2.8,0.4,10.6,-3.037454076
2.8,0.4,10.7,-3.22753308
2.8,0.4,10.8,-3.439728762
2.8,0.4,10.9,-3.678041539
2.8,0.4,11,-3.947445167
2.8,0.4,11.1,-4.254191591
2.8,0.4,11.2,-4.606237054
2.8,0.4,11.3,-5.013850798
2.8,0.4,11.4,-5.490507246
2.8,0.4,11.5,-6.054234704
2.8,0.4,11.6,-6.729731873
2.8,0.4,11.7,-7.551844282
2.8,0.4,11.8,-8.571600622
2.8,0.4,11.9,-9.867414548
2.8,0.4,12,-11.56747332
2.8,0.4,12.1,-13.89701315
2.8,0.4,12.2,-17.25942009
2.8,0.4,12.3,-21.74980421
2.8,0.4,12.4,-21.28611705
2.8,0.4,12.5,-16.26370868
2.8,0.4,12.6,-12.55630344
2.8,0.4,12.7,-9.896501098
2.8,0.4,12.8,-7.801453673
2.8,0.4,12.9,-6.178357039
2.8,0.4,13,-4.909627107
2.8,0.4,13.1,-3.910482195
2.8,0.4,13.2,-3.121314133
2.8,0.4,13.3,-2.497701816
2.8,0.4,13.4,-2.005214699
2.8,0.4,13.5,-1.616671054
2.8,0.4,13.6,-1.31049348
2.8,0.4,13.7,-1.06956518
2.8,0.4,13.8,-0.880345597
2.8,0.4,13.9,-0.732152677
2.8,0.4,14,-0.616574502
2.8,0.4,14.1,-0.52699049
2.8,0.4,14.2,-0.458186537
2.8,0.4,14.3,-0.406049334
2.8,0.4,14.4,-0.367325879
2.8,0.4,14.5,-0.339435579
2.8,0.4,14.6,-0.320324053
2.8,0.4,14.7,-0.308349642
2.8,0.4,14.8,-0.30219534
2.8,0.4,14.9,-0.300800394
2.8,0.4,15,-0.303307084
2.8,0.4,15.1,-0.309019194
2.8,0.4,15.2,-0.317369516
2.8,0.4,15.3,-0.327894321
2.8,0.4,15.4,-0.34021323
2.8,0.4,15.5,-0.354013277
2.8,0.4,15.6,-0.369036243
2.8,0.4,15.7,-0.385068543
2.8,0.4,15.8,-0.401933122
2.8,0.4,15.9,-0.419482929
2.8,0.4,16,-0.437595645
2.8,0.5,2,-0.057241444
2.8,0.5,2.1,-0.062939428
2.8,0.5,2.2,-0.068900787
2.8,0.5,2.3,-0.075123873
2.8,0.5,2.4,-0.081607067
2.8,0.5,2.5,-0.088348784
2.8,0.5,2.6,-0.095347499
2.8,0.5,2.7,-0.102601752
2.8,0.5,2.8,-0.110110172
2.8,0.5,2.9,-0.117871486
2.8,0.5,3,-0.125884543
2.8,0.5,3.1,-0.134148325
2.8,0.5,3.2,-0.142661969
2.8,0.5,3.3,-0.151424784
2.8,0.5,3.4,-0.160436269
2.8,0.5,3.5,-0.169696131
2.8,0.5,3.6,-0.179204306
2.8,0.5,3.7,-0.188960978
2.8,0.5,3.8,-0.198966597
2.8,0.5,3.9,-0.2092219
2.8,0.5,4,-0.219727929
2.8,0.5,4.1,-0.230486054
2.8,0.5,4.2,-0.241497987
2.8,0.5,4.3,-0.252765809
2.8,0.5,4.4,-0.264291982
2.8,0.5,4.5,-0.276079373
2.8,0.5,4.6,-0.288131271
2.8,0.5,4.7,-0.300451405
2.8,0.5,4.8,-0.313043965
2.8,0.5,4.9,-0.325913618
2.8,0.5,5,-0.339065527
2.8,0.5,5.1,-0.352505367
2.8,0.5,5.2,-0.366239345
2.8,0.5,5.3,-0.380274216
2.8,0.5,5.4,-0.394617297
2.8,0.5,5.5,-0.40927649
2.8,0.5,5.6,-0.424260295
2.8,0.5,5.7,-0.439577829
2.8,0.5,5.8,-0.455238846
2.8,0.5,5.9,-0.471253751
2.8,0.5,6,-0.487633626
2.8,0.5,6.1,-0.504390247
2.8,0.5,6.2,-0.52153611
2.8,0.5,6.3,-0.539084456
2.8,0.5,6.4,-0.557049297
2.8,0.5,6.5,-0.575445452
2.8,0.5,6.6,-0.594288583
2.8,0.5,6.7,-0.613595229
2.8,0.5,6.8,-0.633382862
2.8,0.5,6.9,-0.653669934
2.8,0.5,7,-0.674475938
2.8,0.5,7.1,-0.695821481
2.8,0.5,7.2,-0.71772836
2.8,0.5,7.3,-0.740219654
2.8,0.5,7.4,-0.763319826
2.8,0.5,7.5,-0.787054843
2.8,0.5,7.6,-0.811452307
2.8,0.5,7.7,-0.836541608
2.8,0.5,7.8,-0.862354097
2.8,0.5,7.9,-0.888923275
2.8,0.5,8,-0.916285017
2.8,0.5,8.1,-0.944477813
2.8,0.5,8.2,-0.973543048
2.8,0.5,8.3,-1.003525314
2.8,0.5,8.4,-1.034472753
2.8,0.5,8.5,-1.066437455
2.8,0.5,8.6,-1.099475894
2.8,0.5,8.7,-1.133649422
2.8,0.5,8.8,-1.169024824
2.8,0.5,8.9,-1.205674939
2.8,0.5,9,-1.243679361
2.8,0.5,9.1,-1.28312523
2.8,0.5,9.2,-1.324108128
2.8,0.5,9.3,-1.366733086
2.8,0.5,9.4,-1.411115738
2.8,0.5,9.5,-1.457383623
2.8,0.5,9.6,-1.505677687
2.8,0.5,9.7,-1.556153991
2.8,0.5,9.8,-1.60898568
2.8,0.5,9.9,-1.664365259
2.8,0.5,10,-1.722507226
2.8,0.5,10.1,-1.78365113
2.8,0.5,10.2,-1.848065153
2.8,0.5,10.3,-1.916050292
2.8,0.5,10.4,-1.987945299
2.8,0.5,10.5,-2.064132508
2.8,0.5,10.6,-2.145044765
2.8,0.5,10.7,-2.231173691
2.8,0.5,10.8,-2.323079589
2.8,0.5,10.9,-2.421403391
2.8,0.5,11,-2.526881124
2.8,0.5,11.1,-2.640361546
2.8,0.5,11.2,-2.762827767
2.8,0.5,11.3,-2.895423929
2.8,0.5,11.4,-3.039488364
2.8,0.5,11.5,-3.196595111
2.8,0.5,11.6,-3.368606328
2.8,0.5,11.7,-3.557739062
2.8,0.5,11.8,-3.766651152
2.8,0.5,11.9,-3.998552973
2.8,0.5,12,-4.257354614
2.8,0.5,12.1,-4.54786244
2.8,0.5,12.2,-4.876045858
2.8,0.5,12.3,-5.249406095
2.8,0.5,12.4,-5.677497079
2.8,0.5,12.5,-6.172680002
2.8,0.5,12.6,-6.751249636
2.8,0.5,12.7,-7.435176579
2.8,0.5,12.8,-8.254919444
2.8,0.5,12.9,-9.25419924
2.8,0.5,13,-10.4985955
2.8,0.5,13.1,-12.09203481
2.8,0.5,13.2,-14.2098685
2.8,0.5,13.3,-17.15646271
2.8,0.5,13.4,-21.2248899
2.8,0.5,13.5,-23.24643693
2.8,0.5,13.6,-18.99024596
2.8,0.5,13.7,-14.87107252
2.8,0.5,13.8,-11.85202375
2.8,0.5,13.9,-9.568604028
2.8,0.5,14,-7.781021906
2.8,0.5,14.1,-6.351497078
2.8,0.5,14.2,-5.194994604
2.8,0.5,14.3,-4.254232908
2.8,0.5,14.4,-3.487537124
2.8,0.5,14.5,-2.862779587
2.8,0.5,14.6,-2.354253288
2.8,0.5,14.7,-1.940974793
2.8,0.5,14.8,-1.605679223
2.8,0.5,14.9,-1.334147408
2.8,0.5,15,-1.114696777
2.8,0.5,15.1,-0.937762647
2.8,0.5,15.2,-0.795540765
2.8,0.5,15.3,-0.68168008
2.8,0.5,15.4,-0.591020793
2.8,0.5,15.5,-0.519373841
2.8,0.5,15.6,-0.463337652
2.8,0.5,15.7,-0.420147558
2.8,0.5,15.8,-0.387553126
2.8,0.5,15.9,-0.363718887
2.8,0.5,16,-0.347144356
2.8,0.6,2,-0.061210808
2.8,0.6,2.1,-0.066685404
2.8,0.6,2.2,-0.072360478
2.8,0.6,2.3,-0.078237081
2.8,0.6,2.4,-0.084316734
2.8,0.6,2.5,-0.090601333
2.8,0.6,2.6,-0.097093064
2.8,0.6,2.7,-0.103794334
2.8,0.6,2.8,-0.110707711
2.8,0.6,2.9,-0.117835873
2.8,0.6,3,-0.125181575
2.8,0.6,3.1,-0.132747613
2.8,0.6,3.2,-0.1405368
2.8,0.6,3.3,-0.148551954
2.8,0.6,3.4,-0.156795879
2.8,0.6,3.5,-0.165271359
2.8,0.6,3.6,-0.173981156
2.8,0.6,3.7,-0.182928006
2.8,0.6,3.8,-0.192114623
2.8,0.6,3.9,-0.2015437
2.8,0.6,4,-0.211217918
2.8,0.6,4.1,-0.221139954
2.8,0.6,4.2,-0.231312485
2.8,0.6,4.3,-0.241738205
2.8,0.6,4.4,-0.252419833
2.8,0.6,4.5,-0.263360126
2.8,0.6,4.6,-0.274561894
2.8,0.6,4.7,-0.286028015
2.8,0.6,4.8,-0.297761445
2.8,0.6,4.9,-0.30976524
2.8,0.6,5,-0.322042573
2.8,0.6,5.1,-0.334596745
2.8,0.6,5.2,-0.347431209
2.8,0.6,5.3,-0.360549586
2.8,0.6,5.4,-0.373955686
2.8,0.6,5.5,-0.387653524
2.8,0.6,5.6,-0.401647346
2.8,0.6,5.7,-0.415941647
2.8,0.6,5.8,-0.430541191
2.8,0.6,5.9,-0.44545104
2.8,0.6,6,-0.46067657
2.8,0.6,6.1,-0.476223501
2.8,0.6,6.2,-0.492097921
2.8,0.6,6.3,-0.508306308
2.8,0.6,6.4,-0.524855567
2.8,0.6,6.5,-0.541753047
2.8,0.6,6.6,-0.559006582
2.8,0.6,6.7,-0.576624515
2.8,0.6,6.8,-0.594615737
2.8,0.6,6.9,-0.612989718
2.8,0.6,7,-0.63175655
2.8,0.6,7.1,-0.650926982
2.8,0.6,7.2,-0.670512465
2.8,0.6,7.3,-0.690525199
2.8,0.6,7.4,-0.710978182
2.8,0.6,7.5,-0.731885262
2.8,0.6,7.6,-0.753261196
2.8,0.6,7.7,-0.775121712
2.8,0.6,7.8,-0.797483576
2.8,0.6,7.9,-0.820364664
2.8,0.6,8,-0.843784046
2.8,0.6,8.1,-0.867762072
2.8,0.6,8.2,-0.892320463
2.8,0.6,8.3,-0.917482423
2.8,0.6,8.4,-0.943272749
2.8,0.6,8.5,-0.969717961
2.8,0.6,8.6,-0.996846436
2.8,0.6,8.7,-1.024688567
2.8,0.6,8.8,-1.053276929
2.8,0.6,8.9,-1.082646466
2.8,0.6,9,-1.112834701
2.8,0.6,9.1,-1.143881963
2.8,0.6,9.2,-1.175831644
2.8,0.6,9.3,-1.20873048
2.8,0.6,9.4,-1.242628871
2.8,0.6,9.5,-1.277581229
2.8,0.6,9.6,-1.313646375
2.8,0.6,9.7,-1.350887976
2.8,0.6,9.8,-1.389375041
2.8,0.6,9.9,-1.429182475
2.8,0.6,10,-1.4703917
2.8,0.6,10.1,-1.513091361
2.8,0.6,10.2,-1.557378114
2.8,0.6,10.3,-1.603357531
2.8,0.6,10.4,-1.651145115
2.8,0.6,10.5,-1.700867458
2.8,0.6,10.6,-1.752663561
2.8,0.6,10.7,-1.806686347
2.8,0.6,10.8,-1.863104384
2.8,0.6,10.9,-1.922103874
2.8,0.6,11,-1.983890942
2.8,0.6,11.1,-2.048694281
2.8,0.6,11.2,-2.116768218
2.8,0.6,11.3,-2.188396284
2.8,0.6,11.4,-2.263895376
2.8,0.6,11.5,-2.343620645
2.8,0.6,11.6,-2.427971233
2.8,0.6,11.7,-2.517397058
2.8,0.6,11.8,-2.612406856
2.8,0.6,11.9,-2.713577776
2.8,0.6,12,-2.821566853
2.8,0.6,12.1,-2.93712483
2.8,0.6,12.2,-3.061112879
2.8,0.6,12.3,-3.19452296
2.8,0.6,12.4,-3.33850276
2.8,0.6,12.5,-3.494386448
2.8,0.6,12.6,-3.663732903
2.8,0.6,12.7,-3.848373591
2.8,0.6,12.8,-4.050473073
2.8,0.6,12.9,-4.272606238
2.8,0.6,13,-4.517857951
2.8,0.6,13.1,-4.789953214
2.8,0.6,13.2,-5.093429564
2.8,0.6,13.3,-5.433869029
2.8,0.6,13.4,-5.818215943
2.8,0.6,13.5,-6.255221619
2.8,0.6,13.6,-6.756081867
2.8,0.6,13.7,-7.335377426
2.8,0.6,13.8,-8.012508421
2.8,0.6,13.9,-8.813969861
2.8,0.6,14,-9.777130159
2.8,0.6,14.1,-10.95684127
2.8,0.6,14.2,-12.43765748
2.8,0.6,14.3,-14.35733431
2.8,0.6,14.4,-16.9481902
2.8,0.6,14.5,-20.51668138
2.8,0.6,14.6,-23.91106428
2.8,0.6,14.7,-21.50641772
2.8,0.6,14.8,-17.19943085
2.8,0.6,14.9,-13.88721585
2.8,0.6,15,-11.37886502
2.8,0.6,15.1,-9.409735707
2.8,0.6,15.2,-7.821674454
2.8,0.6,15.3,-6.519430923
2.8,0.6,15.4,-5.441506433
2.8,0.6,15.5,-4.545140936
2.8,0.6,15.6,-3.798559811
2.8,0.6,15.7,-3.176863343
2.8,0.6,15.8,-2.659795309
2.8,0.6,15.9,-2.230497499
2.8,0.6,16,-1.87477948
2.8,0.7,2,-0.056335717
2.8,0.7,2.1,-0.061777939
2.8,0.7,2.2,-0.067446071
2.8,0.7,2.3,-0.073336812
2.8,0.7,2.4,-0.07944712
2.8,0.7,2.5,-0.085774229
2.8,0.7,2.6,-0.092315666
2.8,0.7,2.7,-0.099069268
2.8,0.7,2.8,-0.106033189
2.8,0.7,2.9,-0.113205908
2.8,0.7,3,-0.120586231
2.8,0.7,3.1,-0.128173293
2.8,0.7,3.2,-0.135966553
2.8,0.7,3.3,-0.143965789
2.8,0.7,3.4,-0.15217109
2.8,0.7,3.5,-0.160582848
2.8,0.7,3.6,-0.169201741
2.8,0.7,3.7,-0.178028727
2.8,0.7,3.8,-0.187065024
2.8,0.7,3.9,-0.196312095
2.8,0.7,4,-0.205771637
2.8,0.7,4.1,-0.215445561
2.8,0.7,4.2,-0.225335976
2.8,0.7,4.3,-0.235445176
2.8,0.7,4.4,-0.245775621
2.8,0.7,4.5,-0.256329928
2.8,0.7,4.6,-0.267110852
2.8,0.7,4.7,-0.278121278
2.8,0.7,4.8,-0.289364205
2.8,0.7,4.9,-0.300842742
2.8,0.7,5,-0.312560095
2.8,0.7,5.1,-0.324519563
2.8,0.7,5.2,-0.336724532
2.8,0.7,5.3,-0.349178472
2.8,0.7,5.4,-0.361884933
2.8,0.7,5.5,-0.374847549
2.8,0.7,5.6,-0.38807004
2.8,0.7,5.7,-0.401556211
2.8,0.7,5.8,-0.415309962
2.8,0.7,5.9,-0.429335295
2.8,0.7,6,-0.443636319
2.8,0.7,6.1,-0.458217269
2.8,0.7,6.2,-0.473082509
2.8,0.7,6.3,-0.488236552
2.8,0.7,6.4,-0.503684076
2.8,0.7,6.5,-0.519429938
2.8,0.7,6.6,-0.535479197
2.8,0.7,6.7,-0.55183713
2.8,0.7,6.8,-0.568509259
2.8,0.7,6.9,-0.58550137
2.8,0.7,7,-0.602819542
2.8,0.7,7.1,-0.62047017
2.8,0.7,7.2,-0.638459996
2.8,0.7,7.3,-0.656796137
2.8,0.7,7.4,-0.675486117
2.8,0.7,7.5,-0.694537902
2.8,0.7,7.6,-0.713959928
2.8,0.7,7.7,-0.733761147
2.8,0.7,7.8,-0.753951059
2.8,0.7,7.9,-0.774539753
2.8,0.7,8,-0.795537956
2.8,0.7,8.1,-0.816957071
2.8,0.7,8.2,-0.83880923
2.8,0.7,8.3,-0.861107346
2.8,0.7,8.4,-0.883865165
2.8,0.7,8.5,-0.907097326
2.8,0.7,8.6,-0.930819424
2.8,0.7,8.7,-0.955048079
2.8,0.7,8.8,-0.979801002
2.8,0.7,8.9,-1.005097082
2.8,0.7,9,-1.030956465
2.8,0.7,9.1,-1.057400645
2.8,0.7,9.2,-1.084452564
2.8,0.7,9.3,-1.112136724
2.8,0.7,9.4,-1.140479298
2.8,0.7,9.5,-1.169508264
2.8,0.7,9.6,-1.199253541
2.8,0.7,9.7,-1.229747148
2.8,0.7,9.8,-1.261023372
2.8,0.7,9.9,-1.293118953
2.8,0.7,10,-1.32607329
2.8,0.7,10.1,-1.359928671
2.8,0.7,10.2,-1.394730522
2.8,0.7,10.3,-1.430527685
2.8,0.7,10.4,-1.467372727
2.8,0.7,10.5,-1.505322285
2.8,0.7,10.6,-1.544437446
2.8,0.7,10.7,-1.584784175
2.8,0.7,10.8,-1.62643379
2.8,0.7,10.9,-1.669463495
2.8,0.7,11,-1.713956978
2.8,0.7,11.1,-1.760005081
2.8,0.7,11.2,-1.807706555
2.8,0.7,11.3,-1.857168914
2.8,0.7,11.4,-1.908509392
2.8,0.7,11.5,-1.961856037
2.8,0.7,11.6,-2.017348947
2.8,0.7,11.7,-2.075141676
2.8,0.7,11.8,-2.135402838
2.8,0.7,11.9,-2.198317946
2.8,0.7,12,-2.26409151
2.8,0.7,12.1,-2.332949465
2.8,0.7,12.2,-2.405141952
2.8,0.7,12.3,-2.480946555
2.8,0.7,12.4,-2.560672042
2.8,0.7,12.5,-2.644662732
2.8,0.7,12.6,-2.733303593
2.8,0.7,12.7,-2.827026232
2.8,0.7,12.8,-2.926315941
2.8,0.7,12.9,-3.031720041
2.8,0.7,13,-3.1438578
2.8,0.7,13.1,-3.26343227
2.8,0.7,13.2,-3.391244505
2.8,0.7,13.3,-3.528210715
2.8,0.7,13.4,-3.675383109
2.8,0.7,13.5,-3.833975347
2.8,0.7,13.6,-4.005393888
2.8,0.7,13.7,-4.191276836
2.8,0.7,13.8,-4.393542537
2.8,0.7,13.9,-4.61445089
2.8,0.7,14,-4.856681521
2.8,0.7,14.1,-5.123434584
2.8,0.7,14.2,-5.418562414
2.8,0.7,14.3,-5.746743989
2.8,0.7,14.4,-6.113719928
2.8,0.7,14.5,-6.526615072
2.8,0.7,14.6,-6.994390943
2.8,0.7,14.7,-7.528496409
2.8,0.7,14.8,-8.143830823
2.8,0.7,14.9,-8.860218232
2.8,0.7,15,-9.704752807
2.8,0.7,15.1,-10.71569875
2.8,0.7,15.2,-11.94929634
2.8,0.7,15.3,-13.49219733
2.8,0.7,15.4,-15.48444754
2.8,0.7,15.5,-18.15287744
2.8,0.7,15.6,-21.71082051
2.8,0.7,15.7,-24.4190942
2.8,0.7,15.8,-21.61079338
2.8,0.7,15.9,-17.57211109
2.8,0.7,16,-14.42966612
2.8,0.8,2,-0.060802182
2.8,0.8,2.1,-0.066165664
2.8,0.8,2.2,-0.071730125
2.8,0.8,2.3,-0.077497174
2.8,0.8,2.4,-0.083468534
2.8,0.8,2.5,-0.089645977
2.8,0.8,2.6,-0.096031281
2.8,0.8,2.7,-0.102626188
2.8,0.8,2.8,-0.109432389
2.8,0.8,2.9,-0.116451501
2.8,0.8,3,-0.123685068
2.8,0.8,3.1,-0.131134548
2.8,0.8,3.2,-0.138801323
2.8,0.8,3.3,-0.146686695
2.8,0.8,3.4,-0.154791895
2.8,0.8,3.5,-0.163118089
2.8,0.8,3.6,-0.171666385
2.8,0.8,3.7,-0.180437842
2.8,0.8,3.8,-0.189433479
2.8,0.8,3.9,-0.198654285
2.8,0.8,4,-0.208101227
2.8,0.8,4.1,-0.217775258
2.8,0.8,4.2,-0.22767733
2.8,0.8,4.3,-0.237808402
2.8,0.8,4.4,-0.248169448
2.8,0.8,4.5,-0.258761468
2.8,0.8,4.6,-0.269585493
2.8,0.8,4.7,-0.280642603
2.8,0.8,4.8,-0.291933924
2.8,0.8,4.9,-0.303460648
2.8,0.8,5,-0.315224034
2.8,0.8,5.1,-0.327225421
2.8,0.8,5.2,-0.339466233
2.8,0.8,5.3,-0.351947993
2.8,0.8,5.4,-0.364672326
2.8,0.8,5.5,-0.37764097
2.8,0.8,5.6,-0.390855783
2.8,0.8,5.7,-0.404318755
2.8,0.8,5.8,-0.418032012
2.8,0.8,5.9,-0.431997828
2.8,0.8,6,-0.44621863
2.8,0.8,6.1,-0.460697011
2.8,0.8,6.2,-0.475435734
2.8,0.8,6.3,-0.490437745
2.8,0.8,6.4,-0.505706178
2.8,0.8,6.5,-0.52124437
2.8,0.8,6.6,-0.537055862
2.8,0.8,6.7,-0.553144418
2.8,0.8,6.8,-0.569514028
2.8,0.8,6.9,-0.586168923
2.8,0.8,7,-0.603113582
2.8,0.8,7.1,-0.620352748
2.8,0.8,7.2,-0.637891437
2.8,0.8,7.3,-0.655734953
2.8,0.8,7.4,-0.673888896
2.8,0.8,7.5,-0.692359187
2.8,0.8,7.6,-0.711152072
2.8,0.8,7.7,-0.730274147
2.8,0.8,7.8,-0.74973237
2.8,0.8,7.9,-0.769534083
2.8,0.8,8,-0.789687033
2.8,0.8,8.1,-0.810199389
2.8,0.8,8.2,-0.831079772
2.8,0.8,8.3,-0.852337277
2.8,0.8,8.4,-0.8739815
2.8,0.8,8.5,-0.896022571
2.8,0.8,8.6,-0.918471183
2.8,0.8,8.7,-0.941338628
2.8,0.8,8.8,-0.964636835
2.8,0.8,8.9,-0.98837841
2.8,0.8,9,-1.012576683
2.8,0.8,9.1,-1.037245754
2.8,0.8,9.2,-1.062400544
2.8,0.8,9.3,-1.088056853
2.8,0.8,9.4,-1.114231425
2.8,0.8,9.5,-1.140942007
2.8,0.8,9.6,-1.168207429
2.8,0.8,9.7,-1.196047678
2.8,0.8,9.8,-1.224483986
2.8,0.8,9.9,-1.253538923
2.8,0.8,10,-1.283236499
2.8,0.8,10.1,-1.313602274
2.8,0.8,10.2,-1.344663479
2.8,0.8,10.3,-1.376449149
2.8,0.8,10.4,-1.408990265
2.8,0.8,10.5,-1.442319916
2.8,0.8,10.6,-1.476473468
2.8,0.8,10.7,-1.511488756
2.8,0.8,10.8,-1.54740629
2.8,0.8,10.9,-1.584269487
2.8,0.8,11,-1.62212492
2.8,0.8,11.1,-1.6610226
2.8,0.8,11.2,-1.701016277
2.8,0.8,11.3,-1.742163785
2.8,0.8,11.4,-1.784527417
2.8,0.8,11.5,-1.828174337
2.8,0.8,11.6,-1.873177053
2.8,0.8,11.7,-1.919613925
2.8,0.8,11.8,-1.967569748
2.8,0.8,11.9,-2.017136391
2.8,0.8,12,-2.068413524
2.8,0.8,12.1,-2.121509422
2.8,0.8,12.2,-2.176541883
2.8,0.8,12.3,-2.233639253
2.8,0.8,12.4,-2.292941584
2.8,0.8,12.5,-2.354601953
2.8,0.8,12.6,-2.418787957
2.8,0.8,12.7,-2.485683407
2.8,0.8,12.8,-2.555490273
2.8,0.8,12.9,-2.628430905
2.8,0.8,13,-2.70475058
2.8,0.8,13.1,-2.784720442
2.8,0.8,13.2,-2.868640885
2.8,0.8,13.3,-2.956845488
2.8,0.8,13.4,-3.049705581
2.8,0.8,13.5,-3.147635577
2.8,0.8,13.6,-3.251099217
2.8,0.8,13.7,-3.36061692
2.8,0.8,13.8,-3.476774464
2.8,0.8,13.9,-3.600233291
2.8,0.8,14,-3.731742799
2.8,0.8,14.1,-3.87215508
2.8,0.8,14.2,-4.022442695
2.8,0.8,14.3,-4.183720241
2.8,0.8,14.4,-4.357270693
2.8,0.8,14.5,-4.544577812
2.8,0.8,14.6,-4.747366333
2.8,0.8,14.7,-4.967652243
2.8,0.8,14.8,-5.207806276
2.8,0.8,14.9,-5.470634977
2.8,0.8,15,-5.759485434
2.8,0.8,15.1,-6.078382412
2.8,0.8,15.2,-6.432210667
2.8,0.8,15.3,-6.826961507
2.8,0.8,15.4,-7.27007283
2.8,0.8,15.5,-7.770908702
2.8,0.8,15.6,-8.341453259
2.8,0.8,15.7,-8.997344774
2.8,0.8,15.8,-9.759469561
2.8,0.8,15.9,-10.65651529
2.8,0.8,16,-11.72924053
2.8,0.9,2,-0.054496624
2.8,0.9,2.1,-0.059810122
2.8,0.9,2.2,-0.06535011
2.8,0.9,2.3,-0.071113116
2.8,0.9,2.4,-0.077095747
2.8,0.9,2.5,-0.083294719
2.8,0.9,2.6,-0.089706871
2.8,0.9,2.7,-0.096329189
2.8,0.9,2.8,-0.103158827
2.8,0.9,2.9,-0.110193121
2.8,0.9,3,-0.117429611
2.8,0.9,3.1,-0.12486605
2.8,0.9,3.2,-0.132500423
2.8,0.9,3.3,-0.140330953
2.8,0.9,3.4,-0.148356115
2.8,0.9,3.5,-0.156574644
2.8,0.9,3.6,-0.164985535
2.8,0.9,3.7,-0.173588056
2.8,0.9,3.8,-0.182381741
2.8,0.9,3.9,-0.191366398
2.8,0.9,4,-0.200542102
2.8,0.9,4.1,-0.209909194
2.8,0.9,4.2,-0.219468276
2.8,0.9,4.3,-0.229220202
2.8,0.9,4.4,-0.239166073
2.8,0.9,4.5,-0.249307224
2.8,0.9,4.6,-0.259645218
2.8,0.9,4.7,-0.270181825
2.8,0.9,4.8,-0.280919018
2.8,0.9,4.9,-0.291858956
2.8,0.9,5,-0.303003964
2.8,0.9,5.1,-0.314356526
2.8,0.9,5.2,-0.325919265
2.8,0.9,5.3,-0.337694926
2.8,0.9,5.4,-0.349686363
2.8,0.9,5.5,-0.361896522
2.8,0.9,5.6,-0.374328427
2.8,0.9,5.7,-0.386985164
2.8,0.9,5.8,-0.399869866
2.8,0.9,5.9,-0.412985705
2.8,0.9,6,-0.426335871
2.8,0.9,6.1,-0.439923573
2.8,0.9,6.2,-0.453752017
2.8,0.9,6.3,-0.467824408
2.8,0.9,6.4,-0.482143939
2.8,0.9,6.5,-0.496713786
2.8,0.9,6.6,-0.511537108
2.8,0.9,6.7,-0.526617043
2.8,0.9,6.8,-0.541956711
2.8,0.9,6.9,-0.557559218
2.8,0.9,7,-0.573427658
2.8,0.9,7.1,-0.589565124
2.8,0.9,7.2,-0.605974714
2.8,0.9,7.3,-0.622659547
2.8,0.9,7.4,-0.639622774
2.8,0.9,7.5,-0.656867594
2.8,0.9,7.6,-0.674397274
2.8,0.9,7.7,-0.692215167
2.8,0.9,7.8,-0.710324735
2.8,0.9,7.9,-0.728729576
2.8,0.9,8,-0.747433446
2.8,0.9,8.1,-0.76644029
2.8,0.9,8.2,-0.78575427
2.8,0.9,8.3,-0.805379798
2.8,0.9,8.4,-0.825321567
2.8,0.9,8.5,-0.84558459
2.8,0.9,8.6,-0.86617423
2.8,0.9,8.7,-0.887096245
2.8,0.9,8.8,-0.90835682
2.8,0.9,8.9,-0.929962611
2.8,0.9,9,-0.951920786
2.8,0.9,9.1,-0.97423907
2.8,0.9,9.2,-0.996925785
2.8,0.9,9.3,-1.019989898
2.8,0.9,9.4,-1.043441068
2.8,0.9,9.5,-1.067289695
2.8,0.9,9.6,-1.091546965
2.8,0.9,9.7,-1.11622491
2.8,0.9,9.8,-1.141336453
2.8,0.9,9.9,-1.166895466
2.8,0.9,10,-1.19291683
2.8,0.9,10.1,-1.219416493
2.8,0.9,10.2,-1.246411531
