"l [mm]","t [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
3,0.2,7.5,-1.35764403043491
3,0.2,7.6,-1.42897656849402
3,0.2,7.7,-1.50610572346039
3,0.2,7.8,-1.58981532571613
3,0.2,7.9,-1.68103403470516
3,0.2,8,-1.78086901607229
3,0.2,8.1,-1.89064916290294
3,0.2,8.2,-2.01198108620367
3,0.2,8.3,-2.14682238103012
3,0.2,8.4,-2.29757854994652
3,0.2,8.5,-2.46723275559454
3,0.2,8.6,-2.65952180238809
3,0.2,8.7,-2.87917829047521
3,0.2,8.8,-3.13226925982935
3,0.2,8.9,-3.42667858628754
3,0.2,9,-3.77280919829928
3,0.2,9.1,-4.18463370202554
3,0.2,9.2,-4.68133332162712
3,0.2,9.3,-5.29001522269062
3,0.2,9.4,-6.04992884554834
3,0.2,9.5,-7.01955161763751
3,0.2,9.6,-8.29246045163286
3,0.2,9.7,-10.0251238666698
3,0.2,9.8,-12.4495699597707
3,0.2,9.9,-16.2005091614207
3,0.2,10,-21.4978293245034
3,0.2,10.1,-18.9301884804884
3,0.2,10.2,-13.4295370484426
3,0.2,10.3,-9.76767913391742
3,0.2,10.4,-7.23683826736173
3,0.2,10.5,-5.41207522683822
3,0.2,10.6,-4.06991686549093
3,0.2,10.7,-3.07464985521536
3,0.2,10.8,-2.33428959022277
3,0.2,10.9,-1.78274159486801
3,0.2,11,-1.37141935206399
3,0.2,11.1,-1.0644206028018
3,0.2,11.2,-0.835240027354332
3,0.2,11.3,-0.664337661222666
3,0.2,11.4,-0.537306258490273
3,0.2,11.5,-0.443499973861025
3,0.2,11.6,-0.37502124016782
3,0.2,11.7,-0.325980232178519
3,0.2,11.8,-0.291957186695786
3,0.2,11.9,-0.269613118956527
3,0.2,12,-0.256407900830079
3,0.2,12.1,-0.250395556667994
3,0.2,12.2,-0.250074989742547
3,0.2,12.3,-0.254280538850758
3,0.2,12.4,-0.262101242876867
3,0.2,12.5,-0.272820889949453
3,0.2,12.6,-0.285873196873744
3,0.2,12.7,-0.300808069726296
3,0.2,12.8,-0.317266032445101
3,0.2,12.9,-0.334958716037208
3,0.2,13,-0.353653874808373
3,0.2,13.1,-0.373163806559289
3,0.2,13.2,-0.393336349037071
3,0.2,13.3,-0.414047838653131
3,0.2,13.4,-0.43519757308156
3,0.2,13.5,-0.456703433348376
3,0.2,13.6,-0.478498405061352
3,0.2,13.7,-0.500527800769316
3,0.2,13.8,-0.522747031969328
3,0.2,13.9,-0.545119814216102
3,0.2,14,-0.567616715176686
3,0.2,14.1,-0.590213975518206
3,0.2,14.2,-0.61289254782856
3,0.2,14.3,-0.6356373105298
3,0.2,14.4,-0.658436422822159
3,0.2,14.5,-0.681280793741663
3,0.2,14.6,-0.704163643906201
3,0.2,14.7,-0.727080142828038
3,0.2,14.8,-0.750027108056409
3,0.2,14.9,-0.773002755090515
3,0.2,15,-0.796006489126418
3,0.2,15.1,-0.819038731395252
3,0.2,15.2,-0.842100774202992
3,0.2,15.3,-0.865194659871589
3,0.2,15.4,-0.888323079656035
3,0.2,15.5,-0.911489289423108
3,0.2,15.6,-0.934697039453298
3,0.2,15.7,-0.957950516197261
3,0.2,15.8,-0.981254294203893
3,0.2,15.9,-1.00461329675392
3,0.2,16,-1.02803276399571
3,0.3,2,-0.0713373292055006
3,0.3,2.1,-0.0784629322844052
3,0.3,2.2,-0.085923292307979
3,0.3,2.3,-0.0937180828494098
3,0.3,2.4,-0.101847286608347
3,0.3,2.5,-0.11031123231431
3,0.3,2.6,-0.119110632028209
3,0.3,2.7,-0.128246618791103
3,0.3,2.8,-0.137720784589298
3,0.3,2.9,-0.147535218626952
3,0.3,3,-0.157692545922069
3,0.3,3.1,-0.168195966268988
3,0.3,3.2,-0.179049293640733
3,0.3,3.3,-0.190256996137463
3,0.3,3.4,-0.20182423662361
3,0.3,3.5,-0.213756914235831
3,0.3,3.6,-0.226061706987315
3,0.3,3.7,-0.238746115741463
3,0.3,3.8,-0.251818509879792
3,0.3,3.9,-0.265288175046179
3,0.3,4,-0.279165363412143
3,0.3,4.1,-0.293461346977122
3,0.3,4.2,-0.308188474494401
3,0.3,4.3,-0.323360232698142
3,0.3,4.4,-0.338991312602094
3,0.3,4.5,-0.355097681746447
3,0.3,4.6,-0.371696663388697
3,0.3,4.7,-0.388807023769001
3,0.3,4.8,-0.406449068733414
3,0.3,4.9,-0.424644751172019
3,0.3,5,-0.443417790928368
3,0.3,5.1,-0.462793809064856
3,0.3,5.2,-0.482800478632762
3,0.3,5.3,-0.503467694401026
3,0.3,5.4,-0.524827764353412
3,0.3,5.5,-0.546915626178669
3,0.3,5.6,-0.5697690924649
3,0.3,5.7,-0.593429128881823
3,0.3,5.8,-0.617940170310634
3,0.3,5.9,-0.643350480682882
3,0.3,6,-0.669712563242764
3,0.3,6.1,-0.697083629085952
3,0.3,6.2,-0.725526133192043
3,0.3,6.3,-0.755108388808653
3,0.3,6.4,-0.785905273025933
3,0.3,6.5,-0.817999038781266
3,0.3,6.6,-0.851480251455155
3,0.3,6.7,-0.886448871788051
3,0.3,6.8,-0.923015511226194
3,0.3,6.9,-0.961302891199957
3,0.3,7,-1.00144754451583
3,0.3,7.1,-1.04360180534905
3,0.3,7.2,-1.08793614470379
3,0.3,7.3,-1.13464192125026
3,0.3,7.4,-1.18393463392128
3,0.3,7.5,-1.23605778358125
3,0.3,7.6,-1.29128747783133
3,0.3,7.7,-1.3499379474254
3,0.3,7.8,-1.41236818733329
3,0.3,7.9,-1.47898999361193
3,0.3,8,-1.55027774363664
3,0.3,8.1,-1.62678036846708
3,0.3,8.2,-1.70913610141822
3,0.3,8.3,-1.79809076945217
3,0.3,8.4,-1.89452064281068
3,0.3,8.5,-1.99946120117664
3,0.3,8.6,-2.11414365287407
3,0.3,8.7,-2.24004171951542
3,0.3,8.8,-2.37893216792167
3,0.3,8.9,-2.5329739844978
3,0.3,9,-2.70481318613632
3,0.3,9.1,-2.89772344425612
3,0.3,9.2,-3.11579763984072
3,0.3,9.3,-3.36421334860991
3,0.3,9.4,-3.64960821458091
3,0.3,9.5,-3.98062320963483
3,0.3,9.6,-4.36871061036765
3,0.3,9.7,-4.82937417078733
3,0.3,9.8,-5.3841390855958
3,0.3,9.9,-6.06377334293306
3,0.3,10,-6.91349779735646
3,0.3,10.1,-7.99955438673571
3,0.3,10.2,-9.40007366436515
3,0.3,10.3,-11.0743047877192
3,0.3,10.4,-12.8246679350134
3,0.3,10.5,-15.599971832977
3,0.3,10.6,-20.2158192462636
3,0.3,10.7,-20.6867125172786
3,0.3,10.8,-15.3195023959052
3,0.3,10.9,-11.3375968719426
3,0.3,11,-8.56369631836309
3,0.3,11.1,-6.54135347003792
3,0.3,11.2,-5.02645706104966
3,0.3,11.3,-3.8771235971974
3,0.3,11.4,-3.00058019754053
3,0.3,11.5,-2.3308819423769
3,0.3,11.6,-1.81897212272154
3,0.3,11.7,-1.42765808447312
3,0.3,11.8,-1.12860325340536
3,0.3,11.9,-0.900233978129176
3,0.3,12,-0.726155590100773
3,0.3,12.1,-0.593921140335829
3,0.3,12.2,-0.494075733192611
3,0.3,12.3,-0.41942263394764
3,0.3,12.4,-0.3644659014383
3,0.3,12.5,-0.324990667301764
3,0.3,12.6,-0.297748740638713
3,0.3,12.7,-0.280223672608985
3,0.3,12.8,-0.270455206113984
3,0.3,12.9,-0.266907868090195
3,0.3,13,-0.268372299530135
3,0.3,13.1,-0.273890866899581
3,0.3,13.2,-0.282701315740835
3,0.3,13.3,-0.294193871791139
3,0.3,13.4,-0.307878404940117
3,0.3,13.5,-0.323359157913941
3,0.3,13.6,-0.340315190262777
3,0.3,13.7,-0.358485163160664
3,0.3,13.8,-0.377655438961817
3,0.3,13.9,-0.397650725871789
3,0.3,14,-0.418326687506337
3,0.3,14.1,-0.439564077633302
3,0.3,14.2,-0.461264065124643
3,0.3,14.3,-0.483344492580373
3,0.3,14.4,-0.505736871115295
3,0.3,14.5,-0.528383958445838
3,0.3,14.6,-0.551237801348191
3,0.3,14.7,-0.574258149477633
3,0.3,14.8,-0.5974111674302
3,0.3,14.9,-0.620668387264672
3,0.3,15,-0.644005855583469
3,0.3,15.1,-0.667403438514501
3,0.3,15.2,-0.690844255160742
3,0.3,15.3,-0.714314215755917
3,0.3,15.4,-0.737801645237633
3,0.3,15.5,-0.761296976492383
3,0.3,15.6,-0.7847925003506
3,0.3,15.7,-0.808282161669226
3,0.3,15.8,-0.831761392661455
3,0.3,15.9,-0.855226976113072
3,0.3,16,-0.878676932335822
3,0.4,2,-0.0724572753979161
3,0.4,2.1,-0.0796908795001659
3,0.4,2.2,-0.0872625611731279
3,0.4,2.3,-0.09517151604751
3,0.4,2.4,-0.103417180690306
3,0.4,2.5,-0.111999263271372
3,0.4,2.6,-0.120917774305061
3,0.4,2.7,-0.130173057392657
3,0.4,2.8,-0.139765819905215
3,0.4,2.9,-0.149697163562537
3,0.4,3,-0.159968614881135
3,0.4,3.1,-0.170582155483105
3,0.4,3.2,-0.181540252278385
3,0.4,3.3,-0.192845887554968
3,0.4,3.4,-0.204502589035475
3,0.4,3.5,-0.216514459984022
3,0.4,3.6,-0.228886209474318
3,0.4,3.7,-0.241623182959357
3,0.4,3.8,-0.25473139331366
3,0.4,3.9,-0.26821755255242
3,0.4,4,-0.28208910446714
3,0.4,4.1,-0.296354258455214
3,0.4,4.2,-0.311022024861574
3,0.4,4.3,-0.326102252194317
3,0.4,4.4,-0.341605666623486
3,0.4,4.5,-0.357543914223491
3,0.4,4.6,-0.373929606475545
3,0.4,4.7,-0.390776369607823
3,0.4,4.8,-0.40809889841822
3,0.4,4.9,-0.425913015299175
3,0.4,5,-0.444235735266731
3,0.4,5.1,-0.46308533788837
3,0.4,5.2,-0.482481447107673
3,0.4,5.3,-0.50244512008116
3,0.4,5.4,-0.522998946274348
3,0.4,5.5,-0.544167158215089
3,0.4,5.6,-0.565975755474001
3,0.4,5.7,-0.58845264363874
3,0.4,5.8,-0.611627790275783
3,0.4,5.9,-0.635533400135421
3,0.4,6,-0.660204112158799
3,0.4,6.1,-0.685677221199292
3,0.4,6.2,-0.71199292778122
3,0.4,6.3,-0.739194619700979
3,0.4,6.4,-0.767329189839931
3,0.4,6.5,-0.796447395223066
3,0.4,6.6,-0.826604263141794
3,0.4,6.7,-0.857859551087581
3,0.4,6.8,-0.890278268345438
3,0.4,6.9,-0.923931268408926
3,0.4,7,-0.958895922947015
3,0.4,7.1,-0.995256889931879
3,0.4,7.2,-1.03310699079796
3,0.4,7.3,-1.07254821422944
3,0.4,7.4,-1.11369286747573
3,0.4,7.5,-1.15666490010962
3,0.4,7.6,-1.20160143003995
3,0.4,7.7,-1.24865450759299
3,0.4,7.8,-1.29799316085783
3,0.4,7.9,-1.34980577461606
3,0.4,8,-1.4043028665007
3,0.4,8.1,-1.46172033815968
3,0.4,8.2,-1.52232329691402
3,0.4,8.3,-1.58641056573357
3,0.4,8.4,-1.65432002766348
3,0.4,8.5,-1.72643498693888
3,0.4,8.6,-1.8031917753592
3,0.4,8.7,-1.88508889235587
3,0.4,8.8,-1.97269804508082
3,0.4,8.9,-2.06667755697305
3,0.4,9,-2.16778874826669
3,0.4,9.1,-2.27691607194411
3,0.4,9.2,-2.39509203103126
3,0.4,9.3,-2.5235282328675
3,0.4,9.4,-2.66365438964298
3,0.4,9.5,-2.81716770648432
3,0.4,9.6,-2.9860959910269
3,0.4,9.7,-3.17287909881463
3,0.4,9.8,-3.38047519744387
3,0.4,9.9,-3.612501113007
3,0.4,10,-3.87342025290039
3,0.4,10.1,-4.16879819999199
3,0.4,10.2,-4.50565667461515
3,0.4,10.3,-4.89297416123103
3,0.4,10.4,-5.34241185016384
3,0.4,10.5,-5.86939823232963
3,0.4,10.6,-6.49480928721266
3,0.4,10.7,-7.24768909409468
3,0.4,10.8,-8.16990106517164
3,0.4,10.9,-9.32462582724199
3,0.4,11,-10.8131592151982
3,0.4,11.1,-12.8108816089405
3,0.4,11.2,-15.6429088204916
3,0.4,11.3,-19.7255953981329
3,0.4,11.4,-21.8939080273487
3,0.4,11.5,-19.8195989331521
3,0.4,11.6,-15.5766857714646
3,0.4,11.7,-12.0283809733625
3,0.4,11.8,-9.445460787376
3,0.4,11.9,-7.49433790179392
3,0.4,12,-5.97805441729788
3,0.4,12.1,-4.78166366440873
3,0.4,12.2,-3.83099294449208
3,0.4,12.3,-3.07363189603409
3,0.4,12.4,-2.47010459007116
3,0.4,12.5,-1.98954262023425
3,0.4,12.6,-1.60737257785653
3,0.4,12.7,-1.30391459608207
3,0.4,12.8,-1.06340786583677
3,0.4,12.9,-0.873259083439739
3,0.4,13,-0.723431506539102
3,0.4,13.1,-0.605940749664171
3,0.4,13.2,-0.514440222331444
3,0.4,13.3,-0.44388381081381
3,0.4,13.4,-0.390254467186427
3,0.4,13.5,-0.350347907305736
3,0.4,13.6,-0.321601469697523
3,0.4,13.7,-0.30195936913683
3,0.4,13.8,-0.289766909001051
3,0.4,13.9,-0.283687526662892
3,0.4,14,-0.282637732618016
3,0.4,14.1,-0.285736021115896
3,0.4,14.2,-0.292262670471395
3,0.4,14.3,-0.301628028465126
3,0.4,14.4,-0.31334741469354
3,0.4,14.5,-0.327021191760343
3,0.4,14.6,-0.342318883571049
3,0.4,14.7,-0.358966471384518
3,0.4,14.8,-0.376736192950229
3,0.4,14.9,-0.395438320065337
3,0.4,15,-0.4149145054926
3,0.4,15.1,-0.435032379377927
3,0.4,15.2,-0.455681144247124
3,0.4,15.3,-0.476767971072891
3,0.4,15.4,-0.498215040390871
3,0.4,15.5,-0.519957104769783
3,0.4,15.6,-0.541939474204771
3,0.4,15.7,-0.564116345818805
3,0.4,15.8,-0.586449414847776
3,0.4,15.9,-0.608906716200676
3,0.4,16,-0.631461655644216
3,0.5,2,-0.0764607760959599
3,0.5,2.1,-0.0833010837841559
3,0.5,2.2,-0.0904465610348404
3,0.5,2.3,-0.0979004287299154
3,0.5,2.4,-0.105665704650409
3,0.5,2.5,-0.113745261937521
3,0.5,2.6,-0.122141883163075
3,0.5,2.7,-0.130858309862224
3,0.5,2.8,-0.139897287765854
3,0.5,2.9,-0.149261608158256
3,0.5,3,-0.158954145859528
3,0.5,3.1,-0.168977894342995
3,0.5,3.2,-0.17933599847521
3,0.5,3.3,-0.190031785329
3,0.5,3.4,-0.201068793478001
3,0.5,3.5,-0.212450801140533
3,0.5,3.6,-0.224181853504102
3,0.5,3.7,-0.236266289530783
3,0.5,3.8,-0.248708768518645
3,0.5,3.9,-0.261514296674876
3,0.5,4,-0.274688253942381
3,0.5,4.1,-0.28823642131273
3,0.5,4.2,-0.302165008853961
3,0.5,4.3,-0.316480684681649
3,0.5,4.4,-0.331190605105628
3,0.5,4.5,-0.346302446192017
3,0.5,4.6,-0.361824436991523
3,0.5,4.7,-0.377765394699187
3,0.5,4.8,-0.394134762029027
3,0.5,4.9,-0.410942647108258
3,0.5,5,-0.428199866221218
3,0.5,5.1,-0.445917989762123
3,0.5,5.2,-0.464109391789535
3,0.5,5.3,-0.482787303613457
3,0.5,5.4,-0.501965871889554
3,0.5,5.5,-0.521660221744561
3,0.5,5.6,-0.541886525512871
3,0.5,5.7,-0.562662077728068
3,0.5,5.8,-0.584005377085599
3,0.5,5.9,-0.605936216174958
3,0.5,6,-0.628475779873735
3,0.5,6.1,-0.651646753402628
3,0.5,6.2,-0.675473441162451
3,0.5,6.3,-0.69998189761477
3,0.5,6.4,-0.725200071627188
3,0.5,6.5,-0.751157965889381
3,0.5,6.6,-0.777887813217505
3,0.5,6.7,-0.805424271809734
3,0.5,6.8,-0.833804641798689
3,0.5,6.9,-0.863069105773745
3,0.5,7,-0.893260996327786
3,0.5,7.1,-0.92442709412537
3,0.5,7.2,-0.95661796050643
3,0.5,7.3,-0.989888309244214
3,0.5,7.4,-1.02429742278425
3,0.5,7.5,-1.05990961912486
3,0.5,7.6,-1.09679477648026
3,0.5,7.7,-1.13502892402773
3,0.5,7.8,-1.1746949084146
3,0.5,7.9,-1.21588314733432
3,0.5,8,-1.25869248342831
3,0.5,8.1,-1.30323115410018
3,0.5,8.2,-1.34961789562322
3,0.5,8.3,-1.39798320328809
3,0.5,8.4,-1.4484707734049
3,0.5,8.5,-1.50123915790677
3,0.5,8.6,-1.55646366830967
3,0.5,8.7,-1.61433857312879
3,0.5,8.8,-1.67507964187176
3,0.5,8.9,-1.73892709985534
3,0.5,9,-1.80614907188176
3,0.5,9.1,-1.87704560998647
3,0.5,9.2,-1.95195342197395
3,0.5,9.3,-2.03125144453541
3,0.5,9.4,-2.11536743903448
3,0.5,9.5,-2.20478583175306
3,0.5,9.6,-2.30005707646313
3,0.5,9.7,-2.40180888965343
3,0.5,9.8,-2.51075980309839
3,0.5,9.9,-2.62773560235851
3,0.5,10,-2.75368938395606
3,0.5,10.1,-2.8897261835965
3,0.5,10.2,-3.0371334248021
3,0.5,10.3,-3.197418843675
3,0.5,10.4,-3.37235810870964
3,0.5,10.5,-3.56405514640322
3,0.5,10.6,-3.77501931449597
3,0.5,10.7,-4.00826520921596
3,0.5,10.8,-4.26744333177292
3,0.5,10.9,-4.55701353730773
3,0.5,11,-4.8824789378723
3,0.5,11.1,-5.25070712016491
3,0.5,11.2,-5.67038069790566
3,0.5,11.3,-6.1526451291124
3,0.5,11.4,-6.71206782285609
3,0.5,11.5,-7.3681083551216
3,0.5,11.6,-8.14746768778508
3,0.5,11.7,-9.0880330944681
3,0.5,11.8,-10.2459069162751
3,0.5,11.9,-11.7088259520189
3,0.5,12,-13.6237199550934
3,0.5,12.1,-16.2550614351891
3,0.5,12.2,-20.0530768360856
3,0.5,12.3,-24.2450972228628
3,0.5,12.4,-21.415605977796
3,0.5,12.5,-16.5475864407185
3,0.5,12.6,-13.0464816628864
3,0.5,12.7,-10.9933665532601
3,0.5,12.8,-9.38434236979346
3,0.5,12.9,-8.01602739478072
3,0.5,13,-6.52831270776383
3,0.5,13.1,-5.3163954382216
3,0.5,13.2,-4.35446983566486
3,0.5,13.3,-3.57898403513189
3,0.5,13.4,-2.94835115352491
3,0.5,13.5,-2.43359272113808
3,0.5,13.6,-2.01290552023048
3,0.5,13.7,-1.66912626669021
3,0.5,13.8,-1.38842874255452
3,0.5,13.9,-1.1595559294696
3,0.5,14,-0.973303755559038
3,0.5,14.1,-0.822137363127752
3,0.5,14.2,-0.699887837955482
3,0.5,14.3,-0.601505178119427
3,0.5,14.4,-0.522854826746801
3,0.5,14.5,-0.460549867601191
3,0.5,14.6,-0.411813032381873
3,0.5,14.7,-0.374363691515403
3,0.5,14.8,-0.346325670925118
3,0.5,14.9,-0.326152296270867
3,0.5,15,-0.312565581022778
3,0.5,15.1,-0.304506952754638
3,0.5,15.2,-0.301097345487001
3,0.5,15.3,-0.301604867832627
3,0.5,15.4,-0.30541858477717
3,0.5,15.5,-0.312027227033644
3,0.5,15.6,-0.321001870618231
3,0.5,15.7,-0.33198181648409
3,0.5,15.8,-0.344663051906459
3,0.5,15.9,-0.358788797722903
3,0.5,16,-0.374141743769632
3,0.6,2,-0.0664456208808106
3,0.6,2.1,-0.0730588941360647
3,0.6,2.2,-0.0799769109819878
3,0.6,2.3,-0.0871979247882259
3,0.6,2.4,-0.094720279651463
3,0.6,2.5,-0.102542429438631
3,0.6,2.6,-0.110662956840434
3,0.6,2.7,-0.119080592366526
3,0.6,2.8,-0.127794233217943
3,0.6,2.9,-0.136802961977662
3,0.6,3,-0.146106065065726
3,0.6,3.1,-0.155703050911794
3,0.6,3.2,-0.16559366780481
3,0.6,3.3,-0.175777921386996
3,0.6,3.4,-0.186256091767205
3,0.6,3.5,-0.197028750237397
3,0.6,3.6,-0.20809677558483
3,0.6,3.7,-0.219461370002178
3,0.6,3.8,-0.231124074607718
3,0.6,3.9,-0.24308678459833
3,0.6,4,-0.25535176406899
3,0.6,4.1,-0.267921660544069
3,0.6,4.2,-0.280799519277857
3,0.6,4.3,-0.293988797394554
3,0.6,4.4,-0.30749337795153
3,0.6,4.5,-0.321317584024068
3,0.6,4.6,-0.335466192925221
3,0.6,4.7,-0.349944450691303
3,0.6,4.8,-0.364758086981639
3,0.6,4.9,-0.37991333056166
3,0.6,5,-0.395416925561087
3,0.6,5.1,-0.411276148724889
3,0.6,5.2,-0.427498827904496
3,0.6,5.3,-0.444093362071696
3,0.6,5.4,-0.461068743178742
3,0.6,5.5,-0.47843458023727
3,0.6,5.6,-0.496201126047385
3,0.6,5.7,-0.514379307078626
3,0.6,5.8,-0.532980757088042
3,0.6,5.9,-0.552017855159351
3,0.6,6,-0.571503768958073
3,0.6,6.1,-0.591452504118512
3,0.6,6.2,-0.611878960793456
3,0.6,6.3,-0.632798998480168
3,0.6,6.4,-0.6542295102329
3,0.6,6.5,-0.676188507185012
3,0.6,6.6,-0.69869521377121
3,0.6,6.7,-0.721770172905222
3,0.6,6.8,-0.745435358258094
3,0.6,6.9,-0.769714287234353
3,0.6,7,-0.794632122835722
3,0.6,7.1,-0.820215745346222
3,0.6,7.2,-0.846493766908189
3,0.6,7.3,-0.873496457333076
3,0.6,7.4,-0.901255555390095
3,0.6,7.5,-0.92980396702225
3,0.6,7.6,-0.959175408740691
3,0.6,7.7,-0.989404133837283
3,0.6,7.8,-1.02052494420157
3,0.6,7.9,-1.05257367855083
3,0.6,8,-1.08558823310573
3,0.6,8.1,-1.11960994949454
3,0.6,8.2,-1.15468502705354
3,0.6,8.3,-1.19086561292565
3,0.6,8.4,-1.22821040068888
3,0.6,8.5,-1.26678480105248
3,0.6,8.6,-1.3066608958395
3,0.6,8.7,-1.34791740167853
3,0.6,8.8,-1.39063979816646
3,0.6,8.9,-1.43492068698035
3,0.6,9,-1.48086038648956
3,0.6,9.1,-1.5285677393067
3,0.6,9.2,-1.57816110803902
3,0.6,9.3,-1.62976954451891
3,0.6,9.4,-1.68353413125218
3,0.6,9.5,-1.73960950660124
3,0.6,9.6,-1.79816559623201
3,0.6,9.7,-1.85938958297211
3,0.6,9.8,-1.92348815630967
3,0.6,9.9,-1.99069009222011
3,0.6,10,-2.06124922468633
3,0.6,10.1,-2.13544788296427
3,0.6,10.2,-2.21360088415786
3,0.6,10.3,-2.29606018991776
3,0.6,10.4,-2.38322036019084
3,0.6,10.5,-2.47552496734729
3,0.6,10.6,-2.5734741725776
3,0.6,10.7,-2.67763371568008
3,0.6,10.8,-2.78864563262812
3,0.6,10.9,-2.90724109722442
3,0.6,11,-3.03425589007503
3,0.6,11.1,-3.17064913892892
3,0.6,11.2,-3.31752616167709
3,0.6,11.3,-3.47616649496185
3,0.6,11.4,-3.64805853353868
3,0.6,11.5,-3.83494267683615
3,0.6,11.6,-4.03886553753671
3,0.6,11.7,-4.26224870117821
3,0.6,11.8,-4.50797687439215
3,0.6,11.9,-4.77951224393664
3,0.6,12,-5.08104485170773
3,0.6,12.1,-5.41769338182304
3,0.6,12.2,-5.79577800917586
3,0.6,12.3,-6.22319875839414
3,0.6,12.4,-6.70997265383629
3,0.6,12.5,-7.26901751170161
3,0.6,12.6,-7.91733300650972
3,0.6,12.7,-8.67784901989911
3,0.6,12.8,-9.58245022625165
3,0.6,12.9,-10.6771916988415
3,0.6,13,-12.0318525353158
3,0.6,13.1,-13.7585947519047
3,0.6,13.2,-16.0498930089547
3,0.6,13.3,-19.2409051551938
3,0.6,13.4,-23.5224955519116
3,0.6,13.5,-24.4659288861864
3,0.6,13.6,-19.8411783849373
3,0.6,13.7,-15.9007769667263
3,0.6,13.8,-13.002487234683
3,0.6,13.9,-10.7767964307748
3,0.6,14,-9.00199683763562
3,0.6,14.1,-7.55192467079514
3,0.6,14.2,-6.3496141626924
3,0.6,14.3,-5.34435155004306
3,0.6,14.4,-4.50025595149781
3,0.6,14.5,-3.79033148454555
3,0.6,14.6,-3.19324812256898
3,0.6,14.7,-2.69154887261622
3,0.6,14.8,-2.27062258081103
3,0.6,14.9,-1.91808970150419
3,0.6,15,-1.62340842224275
3,0.6,15.1,-1.37759675751404
3,0.6,15.2,-1.17301602486155
3,0.6,15.3,-1.00318885563417
3,0.6,15.4,-0.862639632813153
3,0.6,15.5,-0.746752466954877
3,0.6,15.6,-0.65164491108975
3,0.6,15.7,-0.574056624637388
3,0.6,15.8,-0.511252291205663
3,0.6,15.9,-0.460937885559001
3,0.6,16,-0.421189153123746
3,0.7,2,-0.0639645404089519
3,0.7,2.1,-0.0704236588700859
3,0.7,2.2,-0.0771848085251186
3,0.7,2.3,-0.0842450421542555
3,0.7,2.4,-0.0916014194447082
3,0.7,2.5,-0.0992510468279161
3,0.7,2.6,-0.107191114016724
3,0.7,2.7,-0.115418927456015
3,0.7,2.8,-0.123931940929542
3,0.7,2.9,-0.132727783568079
3,0.7,3,-0.14180428549038
3,0.7,3.1,-0.151159501286213
3,0.7,3.2,-0.160791731525259
3,0.7,3.3,-0.170699542450161
3,0.7,3.4,-0.180881783988865
3,0.7,3.5,-0.191337606201244
3,0.7,3.6,-0.202066474258853
3,0.7,3.7,-0.213068182044117
3,0.7,3.8,-0.224342864446438
3,0.7,3.9,-0.235891008427173
3,0.7,4,-0.24771346292262
3,0.7,4.1,-0.259811447654209
3,0.7,4.2,-0.272186560916743
3,0.7,4.3,-0.284840786419404
3,0.7,4.4,-0.297776499259051
3,0.7,4.5,-0.31099647111171
3,0.7,4.6,-0.324503874735064
3,0.7,4.7,-0.338302287882325
3,0.7,4.8,-0.352395696736401
3,0.7,4.9,-0.366788498981272
3,0.7,5,-0.381485506636741
3,0.7,5.1,-0.396491948791165
3,0.7,5.2,-0.411813474376016
