"l [mm]","t [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2.5,0.2,7.2,-0.610365314461039
2.5,0.2,7.3,-0.631190028506198
2.5,0.2,7.4,-0.652742661456661
2.5,0.2,7.5,-0.675068913321174
2.5,0.2,7.6,-0.698219178630884
2.5,0.2,7.7,-0.722249146780748
2.5,0.2,7.8,-0.747220491312841
2.5,0.2,7.9,-0.773201664015501
2.5,0.2,8,-0.800268813060184
2.5,0.2,8.1,-0.828506848543018
2.5,0.2,8.2,-0.858010683954926
2.5,0.2,8.3,-0.888886688550609
2.5,0.2,8.4,-0.921254393690498
2.5,0.2,8.5,-0.955248506469987
2.5,0.2,8.6,-0.991021296970209
2.5,0.2,8.7,-1.0287454421174
2.5,0.2,8.8,-1.0686174305792
2.5,0.2,8.9,-1.11086166091949
2.5,0.2,9,-1.15573540152618
2.5,0.2,9.1,-1.20353482857904
2.5,0.2,9.2,-1.25460242167412
2.5,0.2,9.3,-1.30933608149329
2.5,0.2,9.4,-1.36820044840578
2.5,0.2,9.5,-1.43174105709295
2.5,0.2,9.6,-1.50060217769822
2.5,0.2,9.7,-1.5755494945725
2.5,0.2,9.8,-1.65749919850254
2.5,0.2,9.9,-1.74755567734177
2.5,0.2,10,-1.84706087710762
2.5,0.2,10.1,-1.95765972144746
2.5,0.2,10.2,-2.08138797027792
2.5,0.2,10.3,-2.22079199209141
2.5,0.2,10.4,-2.37909487215013
2.5,0.2,10.5,-2.56043148956197
2.5,0.2,10.6,-2.7701894787172
2.5,0.2,10.7,-3.01551940584972
2.5,0.2,10.8,-3.30613046492763
2.5,0.2,10.9,-3.65560613610231
2.5,0.2,11,-4.08377541418224
2.5,0.2,11.1,-4.62156287634942
2.5,0.2,11.2,-5.32240685143405
2.5,0.2,11.3,-6.27649315986362
2.5,0.2,11.4,-7.23682005244049
2.5,0.2,11.5,-8.34322995104691
2.5,0.2,11.6,-10.3652204533562
2.5,0.2,11.7,-12.8159397786818
2.5,0.2,11.8,-16.4767628194332
2.5,0.2,11.9,-18.3609853189752
2.5,0.2,12,-13.6397233222503
2.5,0.2,12.1,-9.5886341770551
2.5,0.2,12.2,-6.82222348814323
2.5,0.2,12.3,-4.90074400135612
2.5,0.2,12.4,-3.54806998524199
2.5,0.2,12.5,-2.59093390787669
2.5,0.2,12.6,-1.91215519068216
2.5,0.2,12.7,-1.42981649133661
2.5,0.2,12.8,-1.08632106553218
2.5,0.2,12.9,-0.84129039447566
2.5,0.2,13,-0.666486760741328
2.5,0.2,13.1,-0.542147001369397
2.5,0.2,13.2,-0.454381652826313
2.5,0.2,13.3,-0.393363575480821
2.5,0.2,13.4,-0.352081388847581
2.5,0.2,13.5,-0.325486005013518
2.5,0.2,13.6,-0.309906178240911
2.5,0.2,13.7,-0.302646676463612
2.5,0.2,13.8,-0.301710212029055
2.5,0.2,13.9,-0.305603459917788
2.5,0.2,14,-0.313200520656008
2.5,0.2,14.1,-0.323645912311212
2.5,0.2,14.2,-0.336284990962651
2.5,0.2,14.3,-0.350613573746922
2.5,0.2,14.4,-0.366241129359714
2.5,0.2,14.5,-0.382863643040156
2.5,0.2,14.6,-0.400243442857052
2.5,0.2,14.7,-0.418194079425171
2.5,0.2,14.8,-0.436568905500226
2.5,0.2,14.9,-0.455252386750442
2.5,0.2,15,-0.474153444514769
2.5,0.2,15.1,-0.493200321718103
2.5,0.2,15.2,-0.512336598704982
2.5,0.2,15.3,-0.531518083126925
2.5,0.2,15.4,-0.550710368502834
2.5,0.2,15.5,-0.569886907489484
2.5,0.2,15.6,-0.589027483682652
2.5,0.2,15.7,-0.608116993737065
2.5,0.2,15.8,-0.627144472435464
2.5,0.2,15.9,-0.646102308975277
2.5,0.2,16,-0.664985614548281
2.5,0.3,2,-0.0523429216405667
2.5,0.3,2.1,-0.0568930722442404
2.5,0.3,2.2,-0.0616158860389204
2.5,0.3,2.3,-0.0665135857017965
2.5,0.3,2.4,-0.0715884251450662
2.5,0.3,2.5,-0.0768426523127369
2.5,0.3,2.6,-0.0822784863177554
2.5,0.3,2.7,-0.087898105356012
2.5,0.3,2.8,-0.0937036425906707
2.5,0.3,2.9,-0.0996971878374258
2.5,0.3,3,-0.105880793400936
2.5,0.3,3.1,-0.112256482826683
2.5,0.3,3.2,-0.118826261656994
2.5,0.3,3.3,-0.12559212953017
2.5,0.3,3.4,-0.132556093152946
2.5,0.3,3.5,-0.139720179820993
2.5,0.3,3.6,-0.147086451270634
2.5,0.3,3.7,-0.154657017725727
2.5,0.3,3.8,-0.162434052063575
2.5,0.3,3.9,-0.170419804067979
2.5,0.3,4,-0.178616614770116
2.5,0.3,4.1,-0.187026930902013
2.5,0.3,4.2,-0.195653319505565
2.5,0.3,4.3,-0.204498482753444
2.5,0.3,4.4,-0.213565273049244
2.5,0.3,4.5,-0.22285670848265
2.5,0.3,4.6,-0.232375988723418
2.5,0.3,4.7,-0.242126511444707
2.5,0.3,4.8,-0.252111889373456
2.5,0.3,4.9,-0.262335968072765
2.5,0.3,5,-0.272802844569169
2.5,0.3,5.1,-0.283516886946346
2.5,0.3,5.2,-0.294482755036579
2.5,0.3,5.3,-0.305705422352737
2.5,0.3,5.4,-0.317190199415705
2.5,0.3,5.5,-0.328942758647145
2.5,0.3,5.6,-0.340969161013331
2.5,0.3,5.7,-0.353275884625158
2.5,0.3,5.8,-0.365869855519875
2.5,0.3,5.9,-0.378758480875195
2.5,0.3,6,-0.391949684933358
2.5,0.3,6.1,-0.405451947944298
2.5,0.3,6.2,-0.419274348472842
2.5,0.3,6.3,-0.433426609455743
2.5,0.3,6.4,-0.447919148440404
2.5,0.3,6.5,-0.462763132490914
2.5,0.3,6.6,-0.477970538307244
2.5,0.3,6.7,-0.493554218173309
2.5,0.3,6.8,-0.509527972429949
2.5,0.3,6.9,-0.525906629259892
2.5,0.3,7,-0.542706132678884
2.5,0.3,7.1,-0.559943639748556
2.5,0.3,7.2,-0.577637628168452
2.5,0.3,7.3,-0.595808015568865
2.5,0.3,7.4,-0.614476292016368
2.5,0.3,7.5,-0.633665667466334
2.5,0.3,7.6,-0.653401236155838
2.5,0.3,7.7,-0.673710160233918
2.5,0.3,7.8,-0.694621875282324
2.5,0.3,7.9,-0.716168320799076
2.5,0.3,8,-0.738384199211846
2.5,0.3,8.1,-0.761307267573371
2.5,0.3,8.2,-0.784978666786342
2.5,0.3,8.3,-0.80944329403186
2.5,0.3,8.4,-0.83475022506444
2.5,0.3,8.5,-0.860953194220071
2.5,0.3,8.6,-0.888111141408157
2.5,0.3,8.7,-0.916288837076052
2.5,0.3,8.8,-0.945557598216816
2.5,0.3,8.9,-0.975996111020407
2.5,0.3,9,-1.00769137885806
2.5,0.3,9.1,-1.04073981807538
2.5,0.3,9.2,-1.07524852873056
2.5,0.3,9.3,-1.11133677317758
2.5,0.3,9.4,-1.14913770255413
2.5,0.3,9.5,-1.1888003801729
2.5,0.3,9.6,-1.23049216203094
2.5,0.3,9.7,-1.27440150880118
2.5,0.3,9.8,-1.32074132161892
2.5,0.3,9.9,-1.36975291687848
2.5,0.3,10,-1.42171078465778
2.5,0.3,10.1,-1.47692831338017
2.5,0.3,10.2,-1.53576471274625
2.5,0.3,10.3,-1.59863343172558
2.5,0.3,10.4,-1.66601245388761
2.5,0.3,10.5,-1.73845696611827
2.5,0.3,10.6,-1.81661504945363
2.5,0.3,10.7,-1.90124724753755
2.5,0.3,10.8,-1.99325115094671
2.5,0.3,10.9,-2.09369252624023
2.5,0.3,11,-2.20384506426697
2.5,0.3,11.1,-2.32524159376878
2.5,0.3,11.2,-2.45974071145505
2.5,0.3,11.3,-2.60961438559195
2.5,0.3,11.4,-2.77766446079349
2.5,0.3,11.5,-2.96737955349322
2.5,0.3,11.6,-3.18314928608578
2.5,0.3,11.7,-3.43056136358853
2.5,0.3,11.8,-3.71682075927047
2.5,0.3,11.9,-4.05135308932153
2.5,0.3,12,-4.44669342753447
2.5,0.3,12.1,-4.91983190233922
2.5,0.3,12.2,-5.4943190438954
2.5,0.3,12.3,-6.20369516348291
2.5,0.3,12.4,-7.09735970591826
2.5,0.3,12.5,-8.25123334592292
2.5,0.3,12.6,-9.78842093735067
2.5,0.3,12.7,-11.920578245959
2.5,0.3,12.8,-15.0061775653249
2.5,0.3,12.9,-19.0309667581124
2.5,0.3,13,-18.8031402166979
2.5,0.3,13.1,-14.6320160002997
2.5,0.3,13.2,-11.1364846075683
2.5,0.3,13.3,-8.36947176208847
2.5,0.3,13.4,-6.28532259968416
2.5,0.3,13.5,-4.74973571020434
2.5,0.3,13.6,-3.60896393720123
2.5,0.3,13.7,-2.75765892033507
2.5,0.3,13.8,-2.12146455278546
2.5,0.3,13.9,-1.64582440851276
2.5,0.3,14,-1.29014437262472
2.5,0.3,14.1,-1.02418136618626
2.5,0.3,14.2,-0.825459072187371
2.5,0.3,14.3,-0.677306213313636
2.5,0.3,14.4,-0.567358254902327
2.5,0.3,14.5,-0.486426896887649
2.5,0.3,14.6,-0.427659154662553
2.5,0.3,14.7,-0.385918678786892
2.5,0.3,14.8,-0.35733361515416
2.5,0.3,14.9,-0.338967118255207
2.5,0.3,15,-0.32857720592928
2.5,0.3,15.1,-0.324441309541637
2.5,0.3,15.2,-0.32522757808873
2.5,0.3,15.3,-0.329899997035599
2.5,0.3,15.4,-0.337648031755831
2.5,0.3,15.5,-0.34783413198079
2.5,0.3,15.6,-0.359954310667485
2.5,0.3,15.7,-0.373608348129074
2.5,0.3,15.8,-0.38847712524943
2.5,0.3,15.9,-0.404305270032665
2.5,0.3,16,-0.420887789258086
2.5,0.4,2,-0.0496472365262663
2.5,0.4,2.1,-0.0541351170765489
2.5,0.4,2.2,-0.0587888665547881
2.5,0.4,2.3,-0.0636083265233084
2.5,0.4,2.4,-0.0685937018469978
2.5,0.4,2.5,-0.0737454976979885
2.5,0.4,2.6,-0.0790644649498739
2.5,0.4,2.7,-0.0845515537036859
2.5,0.4,2.8,-0.0902078744218618
2.5,0.4,2.9,-0.0960346659950995
2.5,0.4,3,-0.102033269999484
2.5,0.4,3.1,-0.108205110392626
2.5,0.4,3.2,-0.114551677927003
2.5,0.4,3.3,-0.121074518612075
2.5,0.4,3.4,-0.127775225622404
2.5,0.4,3.5,-0.134655434119606
2.5,0.4,3.6,-0.141716818526386
2.5,0.4,3.7,-0.148961091857754
2.5,0.4,3.8,-0.156390006776213
2.5,0.4,3.9,-0.16400535809309
2.5,0.4,4,-0.171808986487288
2.5,0.4,4.1,-0.179802783255396
2.5,0.4,4.2,-0.187988695944305
2.5,0.4,4.3,-0.196368734748808
2.5,0.4,4.4,-0.204944979584308
2.5,0.4,4.5,-0.213719587767146
2.5,0.4,4.6,-0.222694802255217
2.5,0.4,4.7,-0.231872960417932
2.5,0.4,4.8,-0.241256503319037
2.5,0.4,4.9,-0.250847985508019
2.5,0.4,5,-0.260650085326804
2.5,0.4,5.1,-0.270665615747774
2.5,0.4,5.2,-0.280897535767895
2.5,0.4,5.3,-0.291348962391677
2.5,0.4,5.4,-0.302023183243009
2.5,0.4,5.5,-0.31292366985366
2.5,0.4,5.6,-0.324054091682696
2.5,0.4,5.7,-0.33541833092931
2.5,0.4,5.8,-0.347020498208466
2.5,0.4,5.9,-0.358864949167316
2.5,0.4,6,-0.370956302128653
2.5,0.4,6.1,-0.383299456857581
2.5,0.4,6.2,-0.395899614557262
2.5,0.4,6.3,-0.408762299211551
2.5,0.4,6.4,-0.421893380404708
2.5,0.4,6.5,-0.435299097762354
2.5,0.4,6.6,-0.448986087173976
2.5,0.4,6.7,-0.462961408974266
2.5,0.4,6.8,-0.477232578281117
2.5,0.4,6.9,-0.491807597709718
2.5,0.4,7,-0.506694992707655
2.5,0.4,7.1,-0.521903849784176
2.5,0.4,7.2,-0.537443857938332
2.5,0.4,7.3,-0.55332535362777
2.5,0.4,7.4,-0.569559369659886
2.5,0.4,7.5,-0.586157688434384
2.5,0.4,7.6,-0.60313290001862
2.5,0.4,7.7,-0.620498465597852
2.5,0.4,7.8,-0.638268786910263
2.5,0.4,7.9,-0.656459282355989
2.5,0.4,8,-0.675086470558315
2.5,0.4,8.1,-0.694168062258158
2.5,0.4,8.2,-0.713723061541417
2.5,0.4,8.3,-0.733771877533808
2.5,0.4,8.4,-0.754336447855386
2.5,0.4,8.5,-0.775440375307298
2.5,0.4,8.6,-0.797109079473576
2.5,0.4,8.7,-0.819369965163884
2.5,0.4,8.8,-0.842252609906846
2.5,0.4,8.9,-0.865788973034042
2.5,0.4,9,-0.890013629281371
2.5,0.4,9.1,-0.914964030288193
2.5,0.4,9.2,-0.94068079790741
2.5,0.4,9.3,-0.967208053868842
2.5,0.4,9.4,-0.994593791081176
2.5,0.4,9.5,-1.02289029273978
2.5,0.4,9.6,-1.05215460645653
2.5,0.4,9.7,-1.08244908187962
2.5,0.4,9.8,-1.11384198177042
2.5,0.4,9.9,-1.14640817830519
2.5,0.4,10,-1.18022994854112
2.5,0.4,10.1,-1.21539788561345
2.5,0.4,10.2,-1.25201194542236
2.5,0.4,10.3,-1.29018265246035
2.5,0.4,10.4,-1.33003249319675
2.5,0.4,10.5,-1.37169753129607
2.5,0.4,10.6,-1.41532928618577
2.5,0.4,10.7,-1.46109692546986
2.5,0.4,10.8,-1.50918983288362
2.5,0.4,10.9,-1.55982062751741
2.5,0.4,11,-1.61322872771489
2.5,0.4,11.1,-1.66968457544288
2.5,0.4,11.2,-1.72949466545841
2.5,0.4,11.3,-1.79300756016643
2.5,0.4,11.4,-1.86062111823659
2.5,0.4,11.5,-1.93279122631855
2.5,0.4,11.6,-2.01004240334691
2.5,0.4,11.7,-2.09298075257451
2.5,0.4,11.8,-2.18230987685607
2.5,0.4,11.9,-2.27885056085908
2.5,0.4,12,-2.38356527840024
2.5,0.4,12.1,-2.49758893084493
2.5,0.4,12.2,-2.62226770274126
2.5,0.4,12.3,-2.75920859187981
2.5,0.4,12.4,-2.91034312066082
2.5,0.4,12.5,-3.07801009886514
2.5,0.4,12.6,-3.26506429567294
2.5,0.4,12.7,-3.47502082854458
2.5,0.4,12.8,-3.71224954160682
2.5,0.4,12.9,-3.98224055887477
2.5,0.4,13,-4.29197317920383
2.5,0.4,13.1,-4.65043824960414
2.5,0.4,13.2,-5.06939457721915
2.5,0.4,13.3,-5.56449350033578
2.5,0.4,13.4,-6.15700430350457
2.5,0.4,13.5,-6.87656369663669
2.5,0.4,13.6,-7.7657605281395
2.5,0.4,13.7,-8.8881948300766
2.5,0.4,13.8,-10.3434409634817
2.5,0.4,13.9,-12.2955821798303
2.5,0.4,14,-15.0170300883852
2.5,0.4,14.1,-18.7418245169584
2.5,0.4,14.2,-20.8734529918443
2.5,0.4,14.3,-17.1237891055952
2.5,0.4,14.4,-13.0621283010232
2.5,0.4,14.5,-10.0560458430632
2.5,0.4,14.6,-7.81573932202255
2.5,0.4,14.7,-6.1078976450004
2.5,0.4,14.8,-4.78952768042955
2.5,0.4,14.9,-3.76692211506509
2.5,0.4,15,-2.97287087551333
2.5,0.4,15.1,-2.35550679273235
2.5,0.4,15.2,-1.87562987965023
2.5,0.4,15.3,-1.50432154535282
2.5,0.4,15.4,-1.21780731983147
2.5,0.4,15.5,-0.997009671691834
2.5,0.4,15.6,-0.827181299785274
2.5,0.4,15.7,-0.696993386424724
2.5,0.4,15.8,-0.597737272074566
2.5,0.4,15.9,-0.522706530756414
2.5,0.4,16,-0.46672373147384
2.5,0.5,2,-0.0452757594821326
2.5,0.5,2.1,-0.0497069213689575
2.5,0.5,2.2,-0.0543313011702789
2.5,0.5,2.3,-0.0591463588924251
2.5,0.5,2.4,-0.0641495899276371
2.5,0.5,2.5,-0.0693385407529564
2.5,0.5,2.6,-0.0747108243225595
2.5,0.5,2.7,-0.0802641350666397
2.5,0.5,2.8,-0.08599626341426
2.5,0.5,2.9,-0.0919051097623721
2.5,0.5,3,-0.097988697818599
2.5,0.5,3.1,-0.104245187251177
2.5,0.5,3.2,-0.110672885585964
2.5,0.5,3.3,-0.117270259297062
2.5,0.5,3.4,-0.124035944044891
2.5,0.5,3.5,-0.130968754023113
2.5,0.5,3.6,-0.138067690383425
2.5,0.5,3.7,-0.145331948715505
2.5,0.5,3.8,-0.152760925567422
2.5,0.5,3.9,-0.160354224000263
2.5,0.5,4,-0.168111658179003
2.5,0.5,4.1,-0.176033257010198
2.5,0.5,4.2,-0.184119266845374
2.5,0.5,4.3,-0.192370153277174
2.5,0.5,4.4,-0.200786602063661
2.5,0.5,4.5,-0.209369519223935
2.5,0.5,4.6,-0.218120030356005
2.5,0.5,4.7,-0.227039479235367
2.5,0.5,4.8,-0.23612942575966
2.5,0.5,4.9,-0.245391643311825
2.5,0.5,5,-0.254828115620301
2.5,0.5,5.1,-0.264441033200925
2.5,0.5,5.2,-0.274232789470791
2.5,0.5,5.3,-0.28420597662929
2.5,0.5,5.4,-0.294363381406247
2.5,0.5,5.5,-0.304707980781353
2.5,0.5,5.6,-0.315242937782513
2.5,0.5,5.7,-0.3259715974745
2.5,0.5,5.8,-0.336897483251269
2.5,0.5,5.9,-0.348024293548721
2.5,0.5,6,-0.359355899095643
2.5,0.5,6.1,-0.370896340822981
2.5,0.5,6.2,-0.382649828552216
2.5,0.5,6.3,-0.394620740585134
2.5,0.5,6.4,-0.406813624317883
2.5,0.5,6.5,-0.419233198002787
2.5,0.5,6.6,-0.431884353781784
2.5,0.5,6.7,-0.444772162116773
2.5,0.5,6.8,-0.457901877741689
2.5,0.5,6.9,-0.471278947262846
2.5,0.5,7,-0.484909018535263
2.5,0.5,7.1,-0.498797951944124
2.5,0.5,7.2,-0.512951833723051
2.5,0.5,7.3,-0.527376991443991
2.5,0.5,7.4,-0.542080011817641
2.5,0.5,7.5,-0.557067760948138
2.5,0.5,7.6,-0.572347407192841
2.5,0.5,7.7,-0.587926446785527
2.5,0.5,7.8,-0.603812732391877
2.5,0.5,7.9,-0.62001450477739
2.5,0.5,8,-0.636540427782985
2.5,0.5,8.1,-0.653399626820257
2.5,0.5,8.2,-0.670601731119318
2.5,0.5,8.3,-0.688156919985155
2.5,0.5,8.4,-0.706075973347633
2.5,0.5,8.5,-0.724370326922141
2.5,0.5,8.6,-0.743052132336405
2.5,0.5,8.7,-0.762134322622786
2.5,0.5,8.8,-0.781630683526673
2.5,0.5,8.9,-0.801555931140226
2.5,0.5,9,-0.821925796438564
2.5,0.5,9.1,-0.842757117373941
2.5,0.5,9.2,-0.864067939273032
2.5,0.5,9.3,-0.885877624386645
2.5,0.5,9.4,-0.908206971559842
2.5,0.5,9.5,-0.931078347128668
2.5,0.5,9.6,-0.954515828307706
2.5,0.5,9.7,-0.978545360516086
2.5,0.5,9.8,-1.00319493030099
2.5,0.5,9.9,-1.02849475576282
2.5,0.5,10,-1.05447749667014
2.5,0.5,10.1,-1.08117848678282
2.5,0.5,10.2,-1.10863599128585
2.5,0.5,10.3,-1.136891492685
2.5,0.5,10.4,-1.16599000904002
2.5,0.5,10.5,-1.19598044902605
2.5,0.5,10.6,-1.22691600903719
2.5,0.5,10.7,-1.25885461839912
2.5,0.5,10.8,-1.29185943976488
2.5,0.5,10.9,-1.32599943296519
2.5,0.5,11,-1.36134999200557
2.5,0.5,11.1,-1.39799366660175
2.5,0.5,11.2,-1.4360209816787
2.5,0.5,11.3,-1.47553137070292
2.5,0.5,11.4,-1.51663424166866
2.5,0.5,11.5,-1.55945019813124
2.5,0.5,11.6,-1.60411244202732
2.5,0.5,11.7,-1.65076839033037
2.5,0.5,11.8,-1.69958154410317
2.5,0.5,11.9,-1.75073365653852
2.5,0.5,12,-1.80442725652811
2.5,0.5,12.1,-1.86088859668867
2.5,0.5,12.2,-1.92037111029073
2.5,0.5,12.3,-1.98315948107957
2.5,0.5,12.4,-2.04957445474793
2.5,0.5,12.5,-2.11997855241454
2.5,0.5,12.6,-2.19478288703305
2.5,0.5,12.7,-2.27445533611694
2.5,0.5,12.8,-2.35953039248978
2.5,0.5,12.9,-2.45062110440964
2.5,0.5,13,-2.54843363489234
2.5,0.5,13.1,-2.65378512781879
2.5,0.5,13.2,-2.76762578003905
2.5,0.5,13.3,-2.89106630468859
2.5,0.5,13.4,-3.02541236039488
2.5,0.5,13.5,-3.17220805573859
2.5,0.5,13.6,-3.33329137927349
2.5,0.5,13.7,-3.51086544397987
2.5,0.5,13.8,-3.7075909122733
2.5,0.5,13.9,-3.92670710887416
2.5,0.5,14,-4.17219250587111
2.5,0.5,14.1,-4.44898010886954
2.5,0.5,14.2,-4.76325088299476
2.5,0.5,14.3,-5.12284068060656
2.5,0.5,14.4,-5.53781671081335
2.5,0.5,14.5,-6.02131507933666
2.5,0.5,14.6,-6.59079435713137
2.5,0.5,14.7,-7.26997819211314
2.5,0.5,14.8,-8.09198953303937
2.5,0.5,14.9,-9.10464380145071
2.5,0.5,15,-10.3798247117733
2.5,0.5,15.1,-12.0306496575317
2.5,0.5,15.2,-14.2407569566862
2.5,0.5,15.3,-17.2709305280616
2.5,0.5,15.4,-20.8129613641926
2.5,0.5,15.5,-20.555643169266
2.5,0.5,15.6,-16.4772638847254
2.5,0.5,15.7,-12.9304244481643
2.5,0.5,15.8,-10.2507034633152
2.5,0.5,15.9,-8.19001290968488
2.5,0.5,16,-6.57220985232701
2.5,0.6,2,-0.0497796890055987
2.5,0.6,2.1,-0.0540244943699182
2.5,0.6,2.2,-0.0584316498756063
2.5,0.6,2.3,-0.0630025734835441
2.5,0.6,2.4,-0.0677384952624044
2.5,0.6,2.5,-0.0726404663300868
2.5,0.6,2.6,-0.0777093735429553
2.5,0.6,2.7,-0.0829459573152975
2.5,0.6,2.8,-0.0883508308150991
2.5,0.6,2.9,-0.0939244993905705
2.5,0.6,3,-0.0996673795041023
2.5,0.6,3.1,-0.105579816739019
2.5,0.6,3.2,-0.11166210263886
2.5,0.6,3.3,-0.117914490267183
2.5,0.6,3.4,-0.124337208458927
2.5,0.6,3.5,-0.130930474786342
2.5,0.6,3.6,-0.137694507293559
2.5,0.6,3.7,-0.144629535071371
2.5,0.6,3.8,-0.151735807752215
2.5,0.6,3.9,-0.159013604008211
2.5,0.6,4,-0.166463239134481
2.5,0.6,4.1,-0.174085071797666
2.5,0.6,4.2,-0.181879510026049
2.5,0.6,4.3,-0.189847016513965
2.5,0.6,4.4,-0.197988113309398
2.5,0.6,4.5,-0.206303385950434
2.5,0.6,4.6,-0.214793487112794
2.5,0.6,4.7,-0.223459139828364
2.5,0.6,4.8,-0.232301140331965
2.5,0.6,4.9,-0.241320360592127
2.5,0.6,5,-0.25051775057958
2.5,0.6,5.1,-0.259894340326443
2.5,0.6,5.2,-0.269451241827619
2.5,0.6,5.3,-0.279189650835274
2.5,0.6,5.4,-0.289110848596667
2.5,0.6,5.5,-0.299216203585041
2.5,0.6,5.6,-0.30950717327265
2.5,0.6,5.7,-0.319985305994907
2.5,0.6,5.8,-0.330652242954031
2.5,0.6,5.9,-0.341509720410478
2.5,0.6,6,-0.352559572109884
2.5,0.6,6.1,-0.363803731993255
2.5,0.6,6.2,-0.375244237237481
2.5,0.6,6.3,-0.386883231673377
2.5,0.6,6.4,-0.398722969627879
2.5,0.6,6.5,-0.41076582023696
2.5,0.6,6.6,-0.423014272275585
2.5,0.6,6.7,-0.435470939551009
2.5,0.6,6.8,-0.448138566905708
2.5,0.6,6.9,-0.461020036876057
2.5,0.6,7,-0.474118377053767
2.5,0.6,7.1,-0.48743676819698
2.5,0.6,7.2,-0.500978553138689
2.5,0.6,7.3,-0.514747246541708
2.5,0.6,7.4,-0.528746545549867
2.5,0.6,7.5,-0.542980341387445
2.5,0.6,7.6,-0.557452731960878
2.5,0.6,7.7,-0.572168035519004
2.5,0.6,7.8,-0.587130805431977
2.5,0.6,7.9,-0.602345846152268
2.5,0.6,8,-0.617818230426154
2.5,0.6,8.1,-0.633553317829122
2.5,0.6,8.2,-0.649556774705555
2.5,0.6,8.3,-0.665834595599828
2.5,0.6,8.4,-0.682393126274553
2.5,0.6,8.5,-0.699239088422233
2.5,0.6,8.6,-0.716379606186767
2.5,0.6,8.7,-0.733822234624799
2.5,0.6,8.8,-0.751574990251586
2.5,0.6,8.9,-0.769646383832208
2.5,0.6,9,-0.788045455598271
2.5,0.6,9.1,-0.806781813091548
2.5,0.6,9.2,-0.825865671860005
2.5,0.6,9.3,-0.845307899259358
2.5,0.6,9.4,-0.865120061643842
2.5,0.6,9.5,-0.885314475265173
2.5,0.6,9.6,-0.905904261237784
2.5,0.6,9.7,-0.926903404973304
2.5,0.6,9.8,-0.948326820537442
2.5,0.6,9.9,-0.970190420439656
2.5,0.6,10,-0.992511191430381
2.5,0.6,10.1,-1.01530727695422
2.5,0.6,10.2,-1.03859806699004
2.5,0.6,10.3,-1.06240429610439
2.5,0.6,10.4,-1.08674815065131
2.5,0.6,10.5,-1.11165338617535
2.5,0.6,10.6,-1.13714545621428
2.5,0.6,10.7,-1.16325165385907
2.5,0.6,10.8,-1.19000126761307
2.5,0.6,10.9,-1.21742575330379
2.5,0.6,11,-1.24555892404568
2.5,0.6,11.1,-1.27443716053333
2.5,0.6,11.2,-1.30409964427171
2.5,0.6,11.3,-1.33458861672811
2.5,0.6,11.4,-1.36594966783104
2.5,0.6,11.5,-1.39823205775514
2.5,0.6,11.6,-1.43148907653122
2.5,0.6,11.7,-1.46577844672446
2.5,0.6,11.8,-1.50116277525149
2.5,0.6,11.9,-1.53771006138227
2.5,0.6,12,-1.57549426912625
2.5,0.6,12.1,-1.61459597356996
