"l [mm]","t [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
2,0.3,7.2,-0.360709837814752
2,0.3,7.3,-0.370078662877215
2,0.3,7.4,-0.3795894870884
2,0.3,7.5,-0.38924485080801
2,0.3,7.6,-0.39904735739361
2,0.3,7.7,-0.408999676386895
2,0.3,7.8,-0.419104547626449
2,0.3,7.9,-0.429364786331884
2,0.3,8,-0.439783289204337
2,0.3,8.1,-0.450363041589324
2,0.3,8.2,-0.461107125748379
2,0.3,8.3,-0.472018730288631
2,0.3,8.4,-0.483101160801048
2,0.3,8.5,-0.494357851762041
2,0.3,8.6,-0.505792379756896
2,0.3,8.7,-0.51740847808884
2,0.3,8.8,-0.529210052843793
2,0.3,8.9,-0.541201200488578
2,0.3,9,-0.55338622708899
2,0.3,9.1,-0.565769669245221
2,0.3,9.2,-0.578356316853933
2,0.3,9.3,-0.591151237820978
2,0.3,9.4,-0.604159804865175
2,0.3,9.5,-0.617387724572676
2,0.3,9.6,-0.63084106888327
2,0.3,9.7,-0.644526309215247
2,0.3,9.8,-0.658450353464177
2,0.3,9.9,-0.672620586143694
2,0.3,10,-0.68704491197442
2,0.3,10.1,-0.701731803269846
2,0.3,10.2,-0.716690351517431
2,0.3,10.3,-0.731930323609839
2,0.3,10.4,-0.747462223245682
2,0.3,10.5,-0.763297358093896
2,0.3,10.6,-0.77944791340092
2,0.3,10.7,-0.795927032819129
2,0.3,10.8,-0.812748907348328
2,0.3,10.9,-0.829928873414023
2,0.3,11,-0.847483521259289
2,0.3,11.1,-0.865430815004551
2,0.3,11.2,-0.883790225937077
2,0.3,11.3,-0.90258288083402
2,0.3,11.4,-0.921831727407639
2,0.3,11.5,-0.941561719294118
2,0.3,11.6,-0.961800023402761
2,0.3,11.7,-0.982576252906891
2,0.3,11.8,-1.00392272971186
2,0.3,11.9,-1.02587478089303
2,0.3,12,-1.04847107438342
2,0.3,12.1,-1.07175400013342
2,0.3,12.2,-1.09577010409923
2,0.3,12.3,-1.12057058378599
2,0.3,12.4,-1.14621185573254
2,0.3,12.5,-1.17275620734521
2,0.3,12.6,-1.20027254795746
2,0.3,12.7,-1.22883727702384
2,0.3,12.8,-1.25853529109303
2,0.3,12.9,-1.28946115583306
2,0.3,13,-1.32172047514151
2,0.3,13.1,-1.35543149657786
2,0.3,13.2,-1.39072700141298
2,0.3,13.3,-1.42775653904379
2,0.3,13.4,-1.46668908008183
2,0.3,13.5,-1.50771618105238
2,0.3,13.6,-1.55105577761957
2,0.3,13.7,-1.59695675432374
2,0.3,13.8,-1.64570447936159
2,0.3,13.9,-1.69762754623039
2,0.3,14,-1.75310603464672
2,0.3,14.1,-1.81258169741337
2,0.3,14.2,-1.87657060687514
2,0.3,14.3,-1.94567896717901
2,0.3,14.4,-2.02062303539865
2,0.3,14.5,-2.10225442297552
2,0.3,14.6,-2.19159250925637
2,0.3,14.7,-2.28986635173525
2,0.3,14.8,-2.39856941505564
2,0.3,14.9,-2.51953180513932
2,0.3,15,-2.65501670922127
2,0.3,15.1,-2.80785076372582
2,0.3,15.2,-2.98160268066826
2,0.3,15.3,-3.18083162594139
2,0.3,15.4,-3.41143820507205
2,0.3,15.5,-3.68116934946597
2,0.3,15.6,-4.00035907783854
2,0.3,15.7,-4.38303960974299
2,0.3,15.8,-4.84864991301192
2,0.3,15.9,-5.4247371985061
2,0.3,16,-6.15136063036756
2,0.4,2,-0.0355820463079759
2,0.4,2.1,-0.0390108731763754
2,0.4,2.2,-0.0425813470443871
2,0.4,2.3,-0.0462906620902717
2,0.4,2.4,-0.050136052686876
2,0.4,2.5,-0.0541148087968764
2,0.4,2.6,-0.0582242906395625
2,0.4,2.7,-0.0624619425324972
2,0.4,2.8,-0.0668253058212247
2,0.4,2.9,-0.0713120308200291
2,0.4,3,-0.0759198876974528
2,0.4,3.1,-0.0806467762509658
2,0.4,3.2,-0.0854907345262763
2,0.4,3.3,-0.0904499462479489
2,0.4,3.4,-0.0955227470389367
2,0.4,3.5,-0.10070762941783
2,0.4,3.6,-0.106003246573259
2,0.4,3.7,-0.111408414925436
2,0.4,3.8,-0.116922115494936
2,0.4,3.9,-0.122543494108431
2,0.4,4,-0.128271860480368
2,0.4,4.1,-0.134106686217976
2,0.4,4.2,-0.140047601805162
2,0.4,4.3,-0.14609439262814
2,0.4,4.4,-0.152246994112089
2,0.4,4.5,-0.158505486044418
2,0.4,4.6,-0.164870086165096
2,0.4,4.7,-0.171341143109204
2,0.4,4.8,-0.177919128790367
2,0.4,4.9,-0.184604630316945
2,0.4,5,-0.191398341534868
2,0.4,5.1,-0.198301054292523
2,0.4,5.2,-0.205313649523877
2,0.4,5.3,-0.212437088246053
2,0.4,5.4,-0.219672402566716
2,0.4,5.5,-0.227020686795344
2,0.4,5.6,-0.234483088750456
2,0.4,5.7,-0.242060801351837
2,0.4,5.8,-0.249755054583795
2,0.4,5.9,-0.257567107911064
2,0.4,6,-0.265498243224773
2,0.4,6.1,-0.273549758390437
2,0.4,6.2,-0.281722961464407
2,0.4,6.3,-0.290019165638848
2,0.4,6.4,-0.298439684968877
2,0.4,6.5,-0.306985830928194
2,0.4,6.6,-0.315658909832272
2,0.4,6.7,-0.324460221160153
2,0.4,6.8,-0.333391056798237
2,0.4,6.9,-0.342452701220845
2,0.4,7,-0.351646432614435
2,0.4,7.1,-0.360973524943672
2,0.4,7.2,-0.370435250949661
2,0.4,7.3,-0.380032886062176
2,0.4,7.4,-0.389767713200602
2,0.4,7.5,-0.399641028430343
2,0.4,7.6,-0.409654147435094
2,0.4,7.7,-0.419808412759114
2,0.4,7.8,-0.430105201768478
2,0.4,7.9,-0.440545935275744
2,0.4,8,-0.45113208676959
2,0.4,8.1,-0.461865192188179
2,0.4,8.2,-0.472746860175209
2,0.4,8.3,-0.483778782757217
2,0.4,8.4,-0.494962746383594
2,0.4,8.5,-0.506300643273823
2,0.4,8.6,-0.517794483022141
2,0.4,8.7,-0.529446404416179
2,0.4,8.8,-0.541258687435073
2,0.4,8.9,-0.553233765402119
2,0.4,9,-0.565374237278861
2,0.4,9.1,-0.577682880100415
2,0.4,9.2,-0.590162661566149
2,0.4,9.3,-0.602816752815629
2,0.4,9.4,-0.615648541436378
2,0.4,9.5,-0.62866164476788
2,0.4,9.6,-0.641859923584966
2,0.4,9.7,-0.655247496263291
2,0.4,9.8,-0.668828753549547
2,0.4,9.9,-0.682608374080255
2,0.4,10,-0.696591340813947
2,0.4,10.1,-0.710782958563565
2,0.4,10.2,-0.725188872838482
2,0.4,10.3,-0.739815090228323
2,0.4,10.4,-0.754668000584805
2,0.4,10.5,-0.769754401282856
2,0.4,10.6,-0.785081523867568
2,0.4,10.7,-0.800657063422305
2,0.4,10.8,-0.816489211021916
2,0.4,10.9,-0.832586689668268
2,0.4,11,-0.848958794139618
2,0.4,11.1,-0.865615435226325
2,0.4,11.2,-0.882567188868235
2,0.4,11.3,-0.89982535076033
2,0.4,11.4,-0.917401997050181
2,0.4,11.5,-0.935310051816901
2,0.4,11.6,-0.953563362097046
2,0.4,11.7,-0.972176781311343
2,0.4,11.8,-0.991166262048921
2,0.4,11.9,-1.01054895928459
2,0.4,12,-1.03034334524497
2,0.4,12.1,-1.05056933730253
2,0.4,12.2,-1.07124844046732
2,0.4,12.3,-1.09240390627241
2,0.4,12.4,-1.11406091011174
2,0.4,12.5,-1.13624674940162
2,0.4,12.6,-1.15899106530352
2,0.4,12.7,-1.18232609118093
2,0.4,12.8,-1.20628693147671
2,0.4,12.9,-1.23091187530921
2,0.4,13,-1.2562427498123
2,0.4,13.1,-1.28232531911347
2,0.4,13.2,-1.30920973588345
2,0.4,13.3,-1.3369510536395
2,0.4,13.4,-1.36560980948883
2,0.4,13.5,-1.39525268881663
2,0.4,13.6,-1.4259532856293
2,0.4,13.7,-1.45779297495015
2,0.4,13.8,-1.49086191694901
2,0.4,13.9,-1.52526021651947
2,0.4,14,-1.56109926699046
2,0.4,14.1,-1.5985033128162
2,0.4,14.2,-1.63761127375426
2,0.4,14.3,-1.67857888262735
2,0.4,14.4,-1.72158120081636
2,0.4,14.5,-1.76681559086794
2,0.4,14.6,-1.81450524496636
2,0.4,14.7,-1.86490339279136
2,0.4,14.8,-1.91829834415899
2,0.4,14.9,-1.97501956313967
2,0.4,15,-2.03544502421534
2,0.4,15.1,-2.10001017182183
2,0.4,15.2,-2.16921889835426
2,0.4,15.3,-2.24365708084921
2,0.4,15.4,-2.32400938506585
2,0.4,15.5,-2.41108027470184
2,0.4,15.6,-2.50582047777378
2,0.4,15.7,-2.60936059805825
2,0.4,15.8,-2.72305417075472
2,0.4,15.9,-2.84853332917038
2,0.4,16,-2.98778149690176
2,0.5,2,-0.0414401905602312
2,0.5,2.1,-0.0449226186380462
2,0.5,2.2,-0.0485225980719908
2,0.5,2.3,-0.052241263075561
2,0.5,2.4,-0.0560797693119313
2,0.5,2.5,-0.0600392481119965
2,0.5,2.6,-0.0641207746340302
2,0.5,2.7,-0.0683253467872434
2,0.5,2.8,-0.0726538723294667
2,0.5,2.9,-0.0771071620717606
2,0.5,3,-0.0816859275675494
2,0.5,3.1,-0.0863907820313188
2,0.5,3.2,-0.0912222435288071
2,0.5,3.3,-0.0961807397159056
2,0.5,3.4,-0.101266613587955
2,0.5,3.5,-0.106480129843396
2,0.5,3.6,-0.111821481574739
2,0.5,3.7,-0.117290797082414
2,0.5,3.8,-0.122888146668923
2,0.5,3.9,-0.128613549316687
2,0.5,4,-0.134466979186949
2,0.5,4.1,-0.14044837190144
2,0.5,4.2,-0.146557630586294
2,0.5,4.3,-0.152794631669702
2,0.5,4.4,-0.15915923043353
2,0.5,4.5,-0.165651266324369
2,0.5,4.6,-0.172270568033077
2,0.5,4.7,-0.179016958353791
2,0.5,4.8,-0.185890258834014
2,0.5,4.9,-0.192890294227826
2,0.5,5,-0.200016896763544
2,0.5,5.1,-0.207269910236637
2,0.5,5.2,-0.214649193937589
2,0.5,5.3,-0.222154626423707
2,0.5,5.4,-0.22978610914252
2,0.5,5.5,-0.237543569913645
2,0.5,5.6,-0.245426966275024
2,0.5,5.7,-0.253436288698448
2,0.5,5.8,-0.26157156367897
2,0.5,5.9,-0.269832856701583
2,0.5,6,-0.278220275088663
2,0.5,6.1,-0.286733970730921
2,0.5,6.2,-0.295374142704584
2,0.5,6.3,-0.304141039777236
2,0.5,6.4,-0.313034962805057
2,0.5,6.5,-0.322056267023968
2,0.5,6.6,-0.331205364238025
2,0.5,6.7,-0.340482724908055
2,0.5,6.8,-0.349888880144809
2,0.5,6.9,-0.359424423611132
2,0.5,7,-0.369090013338307
2,0.5,7.1,-0.378886373463022
2,0.5,7.2,-0.388814295892196
2,0.5,7.3,-0.398874641903632
2,0.5,7.4,-0.409068343692484
2,0.5,7.5,-0.419396405874119
2,0.5,7.6,-0.429859906955807
2,0.5,7.7,-0.440460000790915
2,0.5,7.8,-0.451197918031391
2,0.5,7.9,-0.462074967595687
2,0.5,8,-0.473092538171063
2,0.5,8.1,-0.484252099771903
2,0.5,8.2,-0.495555205376894
2,0.5,8.3,-0.507003492670584
2,0.5,8.4,-0.518598685917426
2,0.5,8.5,-0.530342597998123
2,0.5,8.6,-0.542237132641453
2,0.5,8.7,-0.554284286886918
2,0.5,8.8,-0.56648615381665
2,0.5,8.9,-0.578844925597907
2,0.5,9,-0.591362896880647
2,0.5,9.1,-0.604042468597974
2,0.5,9.2,-0.616886152220704
2,0.5,9.3,-0.629896574520927
2,0.5,9.4,-0.64307648290339
2,0.5,9.5,-0.656428751367704
2,0.5,9.6,-0.669956387168416
2,0.5,9.7,-0.683662538245188
2,0.5,9.8,-0.697550501499768
2,0.5,9.9,-0.711623732002245
2,0.5,10,-0.725885853214521
2,0.5,10.1,-0.740340668325464
2,0.5,10.2,-0.754992172798818
2,0.5,10.3,-0.769844568242407
2,0.5,10.4,-0.784902277715416
2,0.5,10.5,-0.800169962599267
2,0.5,10.6,-0.815652541167498
2,0.5,10.7,-0.831355209001258
2,0.5,10.8,-0.847283461408514
2,0.5,10.9,-0.863443118019405
2,0.5,11,-0.879840349744472
2,0.5,11.1,-0.896481708300027
2,0.5,11.2,-0.913374158523605
2,0.5,11.3,-0.930525113724232
2,0.5,11.4,-0.947942474336027
2,0.5,11.5,-0.965634670171735
2,0.5,11.6,-0.983610706603239
2,0.5,11.7,-1.0018802150323
2,0.5,11.8,-1.02045350805423
2,0.5,11.9,-1.0393416397643
2,0.5,12,-1.05855647170804
2,0.5,12.1,-1.07811074503842
2,0.5,12.2,-1.09801815951006
2,0.5,12.3,-1.11829346002231
2,0.5,12.4,-1.13895253151224
2,0.5,12.5,-1.1600125031055
2,0.5,12.6,-1.18149186255411
2,0.5,12.7,-1.20341058213093
2,0.5,12.8,-1.22579025731429
2,0.5,12.9,-1.24865425978527
2,0.5,13,-1.27202790648141
2,0.5,13.1,-1.29593864670738
2,0.5,13.2,-1.32041626960458
2,0.5,13.3,-1.34549313463347
2,0.5,13.4,-1.37120442813679
2,0.5,13.5,-1.3975884495385
2,0.5,13.6,-1.42468693130868
2,0.5,13.7,-1.45254539750464
2,0.5,13.8,-1.48121356650636
2,0.5,13.9,-1.51074580452507
2,0.5,14,-1.54120163761137
2,0.5,14.1,-1.57264633126337
2,0.5,14.2,-1.60515154838671
2,0.5,14.3,-1.63879609834865
2,0.5,14.4,-1.67366679227867
2,0.5,14.5,-1.70985942269367
2,0.5,14.6,-1.7474798890949
2,0.5,14.7,-1.78664549555304
2,0.5,14.8,-1.82748645167066
2,0.5,14.9,-1.87014761494679
2,0.5,15,-1.91479052080247
2,0.5,15.1,-1.96159575679275
2,0.5,15.2,-2.01076575039558
2,0.5,15.3,-2.06252805597918
2,0.5,15.4,-2.11713924708284
2,0.5,15.5,-2.17488954631712
2,0.5,15.6,-2.23610835874073
2,0.5,15.7,-2.30117091787183
2,0.5,15.8,-2.37050630974783
2,0.5,15.9,-2.44460721407145
2,0.5,16,-2.52404179856218
5.8,1,2,-3.32173804939307
5.8,1,2.1,-3.60252443773824
5.8,1,2.2,-3.89062400401008
5.8,1,2.3,-4.1859789880216
5.8,1,2.4,-4.4886202548229
5.8,1,2.5,-4.79866841689871
5.8,1,2.6,-5.11633531853137
5.8,1,2.7,-5.44192635204715
5.8,1,2.8,-5.77584403185547
5.8,1,2.9,-6.1185932163702
5.8,1,3,-6.47078836380368
5.8,1,3.1,-6.83316324561623
5.8,1,3.2,-7.20658362576175
5.8,1,3.3,-7.59206355020677
5.8,1,3.4,-7.99078608985267
5.8,1,3.5,-8.40412965949582
5.8,1,3.6,-8.83370142632816
5.8,1,3.7,-9.28137987191329
5.8,1,3.8,-9.74936935699064
5.8,1,3.9,-10.2402706777598
5.8,1,4,-10.7571732860415
5.8,1,4.1,-11.3037773860534
5.8,1,4.2,-11.8845580419844
5.8,1,4.3,-12.5049896402377
5.8,1,4.4,-13.171859168787
5.8,1,4.5,-13.8937138073231
5.8,1,4.6,-14.6815180708659
5.8,1,4.7,-15.5496499885085
5.8,1,4.8,-16.5174697758565
5.8,1,4.9,-17.6119060207598
5.8,1,5,-18.8719669998896
5.8,1,5.1,-20.3571902933357
5.8,1,5.2,-22.1650011774027
5.8,1,5.3,-24.4711188348098
5.8,1,5.4,-27.6418464484685
5.8,1,5.5,-32.6357105900533
5.8,1,5.6,-41.4923584057395
5.8,1,5.7,-34.799075446815
5.8,1,5.8,-28.6527687113394
5.8,1,5.9,-24.9321485641111
5.8,1,6,-22.2723108207962
5.8,1,6.1,-20.1943921125452
5.8,1,6.2,-18.4819767814913
5.8,1,6.3,-17.0196148124222
5.8,1,6.4,-15.7386308840934
5.8,1,6.5,-14.5949364348947
5.8,1,6.6,-13.5585975920685
5.8,1,6.7,-12.6084108150153
5.8,1,6.8,-11.7288586628255
5.8,1,6.9,-10.9082963413471
5.8,1,7,-10.1378188212047
5.8,1,7.1,-9.41052542791138
5.8,1,7.2,-8.72102735296856
5.8,1,7.3,-8.06510939424519
5.8,1,7.4,-7.43949276859023
5.8,1,7.5,-6.84166584937051
5.8,1,7.6,-6.26976134424593
5.8,1,7.7,-5.72246540675149
5.8,1,7.8,-5.19894842638456
5.8,1,7.9,-4.69880986122705
5.8,1,8,-4.22203111199415
5.8,1,8.1,-3.76893149842465
5.8,1,8.2,-3.34012317602051
5.8,1,8.3,-2.93646154484057
5.8,1,8.4,-2.55898853074664
5.8,1,8.5,-2.20886719682655
5.8,1,8.6,-1.88730753738321
5.8,1,8.7,-1.59548499246605
5.8,1,8.8,-1.33445504988146
5.8,1,8.9,-1.10506900251542
5.8,1,9,-0.907897144941417
5.8,1,9.1,-0.743166068854179
5.8,1,9.2,-0.610716014269907
5.8,1,9.3,-0.509982441424744
5.8,1,9.4,-0.440003370442249
5.8,1,9.5,-0.399451084962699
5.8,1,9.6,-0.386684100555782
5.8,1,9.7,-0.399813370742453
5.8,1,9.8,-0.436775836498745
5.8,1,9.9,-0.495408637299065
5.8,1,10,-0.573518373780085
5.8,1,10.1,-0.668941390472032
5.8,1,10.2,-0.779592762120979
5.8,1,10.3,-0.903503223291019
5.8,1,10.4,-1.038844499244
5.8,1,10.5,-1.18394431305799
5.8,1,10.6,-1.33729278316021
5.8,1,10.7,-1.49754206045925
5.8,1,10.8,-1.66350097583469
5.8,1,10.9,-1.83412626246095
5.8,1,11,-2.00851165208154
5.8,1,11.1,-2.1858758685271
5.8,1,11.2,-2.36555028561052
5.8,1,11.3,-2.5469667956093
5.8,1,11.4,-2.72964625426678
5.8,1,11.5,-2.91318772767053
5.8,1,11.6,-3.09725866114419
5.8,1,11.7,-3.28158601463485
5.8,1,11.8,-3.46594835703608
5.8,1,11.9,-3.6501688779936
5.8,1,12,-3.83410925533366
5.8,1,12.1,-4.01766430555639
5.8,1,12.2,-4.20075734088676
5.8,1,12.3,-4.38333615693773
5.8,1,12.4,-4.56536957846461
5.8,1,12.5,-4.74684449578935
5.8,1,12.6,-4.92776333042508
5.8,1,12.7,-5.10814187467236
5.8,1,12.8,-5.28800745612481
5.8,1,12.9,-5.46739738388913
5.8,1,13,-5.64635763876496
5.8,1,13.1,-5.82494177458203
5.8,1,13.2,-6.00321000234218
5.8,1,13.3,-6.18122843277031
5.8,1,13.4,-6.35906845637352
5.8,1,13.5,-6.53680624317904
5.8,1,13.6,-6.7145223470098
5.8,1,13.7,-6.8923014015086
5.8,1,13.8,-7.07023189717841
5.8,1,13.9,-7.24840603050656
5.8,1,14,-7.42691961782581
5.8,1,14.1,-7.6058720679664
5.8,1,14.2,-7.78536640900483
5.8,1,14.3,-7.96550936554734
5.8,1,14.4,-8.14641148402777
5.8,1,14.5,-8.32818730447829
5.8,1,14.6,-8.51095557818057
5.8,1,14.7,-8.69483953155351
5.8,1,14.8,-8.87996717762265
5.8,1,14.9,-9.06647167749496
5.8,1,15,-9.25449175549744
5.8,1,15.1,-9.44417217311818
5.8,1,15.2,-9.63566426876171
5.8,1,15.3,-9.82912657280521
5.8,1,15.4,-10.0247255108722
5.8,1,15.5,-10.2226362131973
5.8,1,15.6,-10.4230434554404
5.8,1,15.7,-10.626142768062
5.8,1,15.8,-10.8321417706229
5.8,1,15.9,-11.0412618202072
5.8,1,16,-11.2537401215987
