"l [mm]","t [mm]","Freq [GHz]","dB(S(FloquetPort2:1,FloquetPort1:1)) []"
1,0.2,13.3,-0.705414991520939
1,0.2,13.4,-0.714015276397303
1,0.2,13.5,-0.722630414089357
1,0.2,13.6,-0.731260583159057
1,0.2,13.7,-0.739906028437954
1,0.2,13.8,-0.748567064610655
1,0.2,13.9,-0.757244080546103
1,0.2,14,-0.765937544230793
1,0.2,14.1,-0.774648008175817
1,0.2,14.2,-0.783376115181755
1,0.2,14.3,-0.792122604354168
1,0.2,14.4,-0.800888317267216
1,0.2,14.5,-0.809674204177143
1,0.2,14.6,-0.818481330189089
1,0.2,14.7,-0.827310881282327
1,0.2,14.8,-0.836164170100242
1,0.2,14.9,-0.845042641412296
1,0.2,15,-0.853947877156561
1,0.2,15.1,-0.862881600973605
1,0.2,15.2,-0.871845682143787
1,0.2,15.3,-0.880842138844944
1,0.2,15.4,-0.889873140648916
1,0.2,15.5,-0.898941010182198
1,0.2,15.6,-0.908048223880761
1,0.2,15.7,-0.917197411775399
1,0.2,15.8,-0.926391356252911
1,0.2,15.9,-0.935632989745277
1,0.2,16,-0.944925391310527
5.8,1,2,-3.32172566433368
5.8,1,2.1,-3.60247160087314
5.8,1,2.2,-3.890535319034
5.8,1,2.3,-4.18586498775765
5.8,1,2.4,-4.48849490842852
5.8,1,2.5,-4.79854662732073
5.8,1,2.6,-5.11623081716106
5.8,1,2.7,-5.44185017610361
5.8,1,2.8,-5.77580360822031
5.8,1,2.9,-6.11859198017668
5.8,1,3,-6.47082579793412
5.8,1,3.1,-6.83323522015904
5.8,1,3.2,-7.20668292857555
5.8,1,3.3,-7.59218051989585
5.8,1,3.4,-7.9909092839718
5.8,1,3.5,-8.40424651023826
5.8,1,3.6,-8.83379885195158
5.8,1,3.7,-9.28144482452663
5.8,1,3.8,-9.74938929642688
5.8,1,3.9,-10.2402339676631
5.8,1,4,-10.7570695125897
5.8,1,4.1,-11.3035976024341
5.8,1,4.2,-11.884294943266
5.8,1,4.3,-12.5046376739275
5.8,1,4.4,-13.1714145863732
5.8,1,4.5,-13.8931746615638
5.8,1,4.6,-14.6808841625662
5.8,1,4.7,-15.5489227649718
5.8,1,4.8,-16.5166521811155
5.8,1,4.9,-17.6110022955163
5.8,1,5,-18.8709824298076
5.8,1,5.1,-20.356130923565
5.8,1,5.2,-22.1638736331129
5.8,1,5.3,-24.4699311395433
5.8,1,5.4,-27.6406165424835
5.8,1,5.5,-32.6345643801059
5.8,1,5.6,-41.4940149912396
5.8,1,5.7,-34.7991769892362
5.8,1,5.8,-28.6521033545806
5.8,1,5.9,-24.9313115017452
5.8,1,6,-22.2714258514693
5.8,1,6.1,-20.1935074428415
5.8,1,6.2,-18.4811186529507
5.8,1,6.3,-17.0188003881814
5.8,1,6.4,-15.7378724415956
5.8,1,6.5,-14.5942429911274
5.8,1,6.6,-13.5579756019562
5.8,1,6.7,-12.6078644902794
5.8,1,6.8,-11.7283901254669
5.8,1,6.9,-10.9079057070334
5.8,1,7,-10.1375042602137
5.8,1,7.1,-9.41028323049266
5.8,1,7.2,-8.72085201632855
5.8,1,7.3,-8.06499374364995
5.8,1,7.4,-7.43942812259468
5.8,1,7.5,-6.84164223759169
5.8,1,7.6,-6.26976778460511
5.8,1,7.7,-5.72249024715414
5.8,1,7.8,-5.19897975290529
5.8,1,7.9,-4.69883597059813
5.8,1,8,-4.22204104022053
5.8,1,8.1,-3.76891558952595
5.8,1,8.2,-3.34007366541407
5.8,1,8.3,-2.93637312143471
5.8,1,8.4,-2.55885883178
5.8,1,8.5,-2.20869718194698
5.8,1,8.6,-1.88710168602968
5.8,1,8.7,-1.59525127395874
5.8,1,8.8,-1.33420463063739
5.8,1,8.9,-1.10481567964687
5.8,1,9,-0.907656527805624
5.8,1,9.1,-0.742954564884884
5.8,1,9.2,-0.61054970578535
5.8,1,9.3,-0.50987595916306
5.8,1,9.4,-0.439968872498073
5.8,1,9.5,-0.399497435546844
5.8,1,9.6,-0.386816314738712
5.8,1,9.7,-0.400032355427583
5.8,1,9.8,-0.437078421788886
5.8,1,9.9,-0.495787862607876
5.8,1,10,-0.573963973401211
5.8,1,10.1,-0.669440414802684
5.8,1,10.2,-0.780130271885459
5.8,1,10.3,-0.904063002088538
5.8,1,10.4,-1.03940974139747
5.8,1,10.5,-1.18449825634805
5.8,1,10.6,-1.3378192676759
5.8,1,10.7,-1.49802600441865
5.8,1,10.8,-1.66392876645461
5.8,1,10.9,-1.83448606488163
5.8,1,11,-2.00879364233773
5.8,1,11.1,-2.18607239804703
5.8,1,11.2,-2.36565598515796
5.8,1,11.3,-2.54697862633354
5.8,1,11.4,-2.72956351288039
5.8,1,11.5,-2.91301201194507
5.8,1,11.6,-3.09699380103598
5.8,1,11.7,-3.28123797351382
5.8,1,11.8,-3.46552510673714
5.8,1,11.9,-3.64968025075886
5.8,1,12,-3.83356677517132
5.8,1,12.1,-4.01708100109839
5.8,1,12.2,-4.2001475414692
5.8,1,12.3,-4.38271527334264
5.8,1,12.4,-4.56475386952829
5.8,1,12.5,-4.74625082189075
5.8,1,12.6,-4.92720889469676
5.8,1,12.7,-5.10764395261459
5.8,1,12.8,-5.28758311413473
5.8,1,12.9,-5.46706318702526
5.8,1,13,-5.6461293478359
5.8,1,13.1,-5.82483403235782
5.8,1,13.2,-6.00323600831197
5.8,1,13.3,-6.18139960538301
5.8,1,13.4,-6.35939408105703
5.8,1,13.5,-6.53729310358604
5.8,1,13.6,-6.71517433581316
5.8,1,13.7,-6.89311910556387
5.8,1,13.8,-7.07121214984125
5.8,1,13.9,-7.24954142113633
5.8,1,14,-7.42819794471702
5.8,1,14.1,-7.60727571568537
5.8,1,14.2,-7.78687162369484
5.8,1,14.3,-7.96708539117135
5.8,1,14.4,-8.1480195071325
5.8,1,14.5,-8.32977913232392
5.8,1,14.6,-8.51247194080698
5.8,1,14.7,-8.69620784559433
5.8,1,14.8,-8.8810985265421
5.8,1,14.9,-9.06725662854255
5.8,1,15,-9.25479441030991
5.8,1,15.1,-9.4438214661675
5.8,1,15.2,-9.63444085016329
5.8,1,15.3,-9.82674236996332
5.8,1,15.4,-10.0207907082951
5.8,1,15.5,-10.2166037997365
5.8,1,15.6,-10.4141125211651
5.8,1,15.7,-10.6130857895605
5.8,1,15.8,-10.8130085562359
5.8,1,15.9,-11.0130550405637
5.8,1,16,-11.2137410638823
